date,流动负债合计,净利润率,所有者权益合计,毛利率(GM),负债合计,有息负债率,速动比率,基本每股收益,总资产收益率(ROA),货币资金,净资产收益率(ROE),营业收入,长期负债合计,归属于母公司普通股股东的净利润,经营活动产生的现金流量净额,资本回报率(ROIC),资产负债率,应收账款,流动资产合计,流动比率,自由现金流量,资产合计,经营活动产生的现金流量净额对净利润的比率
2026-03-31,1598214522,0.1262,42169643419,0.2929,14287585059,0.0057,2.2501,1.14,0.0956,97884646400.58,0.1276,11602596895,86569401,2037306990,829016119,0.1274,0.2531,11919208586,0,2.7421,4225970381,56457228478,0.8908
