date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,0.8908,4225970381,829016119,0.1617
2025-12-31,0.8863,4121186084,4599693880,0.0704
2025-09-30,0.8954,4124736381,4455969512,0.094
2025-06-30,0.9569,4369339594,3961187203,0.2145
2025-03-31,0.8975,3782013011,713597560,0.3539
2024-12-31,0.9014,3624761622,4297003142,0.2268
2024-09-30,1.1516,4356666189,4073138745,0.5729
2024-06-30,1.0058,3964254144,3261617392,0.4484
2024-03-31,0.7655,2760293446,527059805,-0.2817
2023-12-31,0.8497,2927517381,3502742348,0.0914
2023-09-30,0.7997,3327209934,2589586477,0.3333
2023-06-30,0.9961,3769435423,2251951370,0.9118
2023-03-31,1.1914,3661695251,733744202,5.3084
2022-12-31,1.1299,2766756282,3209410033,-0.3856
2022-09-30,0.2542,373294801,1942279463,-0.7027
2022-06-30,1.3479,2792250282,1177950057,-0.6337
2022-03-31,1.7634,4659964846,-170306941,-0.33
2021-12-31,1.8679,4693583697,5223278283,0.3642
2021-09-30,1.8494,6167696230,6533923331,0.8705
2021-06-30,0.979,4207590749,3215495973,0.4043
2021-03-31,0.6429,2799358591,-128050971,-1.2596
2020-12-31,0.6948,3357974177,3828906632,0.8192
2020-09-30,1.1146,4925099991,3493220438,21.6981
2020-06-30,1.1053,4182491981,2289703631,6.0765
2020-03-31,0.6257,2066773097,493230794,2.4112
2019-12-31,0.5044,1334452122,2104744825,0.3587
2019-09-30,0.1738,-74414784,153898948,-0.8806
2019-06-30,0.0536,-500814638,-451042029,-1.1186
2019-03-31,0.6059,1354389544,-287448115,-1.8835
2018-12-31,0.7994,2090347273,2629807237,1.2755
2018-09-30,0.6139,1620632394,2070202948,0.689
2018-06-30,0.6902,1959914154,1969454929,1.1561
2018-03-31,0.7275,2226751219,325358231,1.3775
2017-12-31,0.3689,1024834088,1155689949,-0.6128
2017-09-30,0.4473,1241174500,1225665642,-0.5611
2017-06-30,0.5827,1637897257,913427026,-0.5633
2017-03-31,0.3961,1040560269,-861869790,-1.9333
2016-12-31,1.0184,2850644683,2984757683,0.3695
2016-09-30,1.0263,2982015217,2792285366,0.4576
