date,净利润率,经营活动产生的现金流量净额对净利润的比率,资产负债率,总资产收益率(ROA),净资产收益率(ROE),营业收入,归属于母公司普通股股东的净利润,自由现金流量,经营活动产生的现金流量净额,基本每股收益
2026-03-31,0.0871,1.6924,0.7854,0.0301,0.1412,148536000000,8814000000,93457000000,15350000000,0.2
