date,metric,value
2026-03-31,净利润率,0.0871
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.6924
2026-03-31,资产负债率,0.7854
2026-03-31,总资产收益率(ROA),0.0301
2026-03-31,净资产收益率(ROE),0.1412
2026-03-31,营业收入,148536000000
2026-03-31,归属于母公司普通股股东的净利润,8814000000
2026-03-31,自由现金流量,93457000000
2026-03-31,经营活动产生的现金流量净额,15350000000
2026-03-31,基本每股收益,0.2
