date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.2,-0.3103,148536000000,8814000000
2025-12-31,1.05,0.0825,669044000000,46646000000
2025-09-30,1.06,0.2927,520990000000,46822000000
2025-06-30,0.6,0.1765,324014000000,26530000000
2025-03-31,0.29,0.45,156589000000,12849000000
2024-12-31,0.97,0.902,621972000000,42869000000
2024-09-30,0.82,0.7826,469576000000,36331000000
2024-06-30,0.51,0.1333,292307000000,22687000000
2024-03-31,0.2,-0.2593,138778000000,8963000000
2023-12-31,0.51,-0.1053,553097000000,22773000000
2023-09-30,0.46,-0.1636,418664000000,20503000000
2023-06-30,0.45,0.0976,280666000000,19881000000
2023-03-31,0.27,2.375,137769000000,11721000000
2022-12-31,0.55,0.1224,620859000000,24406000000
2022-09-30,0.53,0.1277,481475000000,23495000000
2022-06-30,0.4,0.0526,336865000000,17850000000
2022-03-31,0.2,-0.1304,189568000000,8744000000
2021-12-31,0.49,0.0889,597691000000,21638000000
2021-09-30,0.47,0.119,452710000000,20775000000
2021-06-30,0.38,0.3571,313725000000,16884000000
2021-03-31,0.23,0.4375,173762000000,10034000000
2020-12-31,0.45,-0.1176,583696000000,20069000000
2020-09-30,0.42,-0.125,453065000000,18736000000
2020-06-30,0.28,-0.2,310277000000,12602000000
2020-03-31,0.16,0.2308,168881000000,7061000000
2019-12-31,0.51,0.5938,555515000000,22401000000
2019-09-30,0.48,0.6552,423759000000,21368000000
2019-06-30,0.35,0.5217,289779000000,15517000000
2019-03-31,0.13,0.0833,163636000000,5887000000
2018-12-31,0.32,-0.1795,503799000000,13450000000
2018-09-30,0.29,,394377000000,12118000000
2018-06-30,0.23,,271721000000,9767000000
2018-03-31,0.12,,152924000000,5250000000
2017-12-31,0.39,0.1471,488141000000,16646000000
2017-09-30,,,375519000000,14485000000
2016-12-31,0.34,-0.2444,444672000000,14334000000
