日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-04-13,=38.1100,=38.1100,=38.1100,=38.1100,=1811366546330.24,=113948900000.0,=113948900000.0,,=0.0302
2026-04-10,=38.1000,=38.1000,=38.1000,=38.1000,=1810891246790.4,=113919000000.0,=113919000000.0,,=0.0302
2026-04-09,=38.3100,=38.3100,=38.3100,=38.3100,=1820872537127.04,=114546900000.0,=114546900000.0,,=0.0317
2026-04-08,=37.3700,=37.3700,=37.3700,=37.3700,=1776194380382.0798,=111736300000.0,=111736300000.0,,=0.0325
2026-04-07,=39.7600,=39.7600,=39.7600,=39.7600,=1889790970403.84,=118882400000.0,=118882400000.0,,=0.0306
2026-04-03,=39.1800,=39.1800,=39.1800,=39.1800,=1862223597093.12,=117148200000.0,=117148200000.0,,=0.0310
2026-04-02,=39.3300,=39.3300,=39.3300,=39.3300,=1869353090190.72,=117596700000.0,=117596700000.0,,=0.0309
2026-04-01,=38.6400,=38.6400,=38.6400,=38.6400,=1836557421941.76,=115533600000.0,=115533600000.0,,=0.0315
2026-03-31,=40.0000,=40.0000,=40.0000,=40.0000,=1901198159360.0,=119600000000.0,=119600000000.0,,=0.0304
2026-03-30,=41.1000,=41.1000,=41.1000,=41.1000,=1953481108742.4,=122889000000.0,=122889000000.0,,=0.0296
2026-03-27,=41.0700,=41.0700,=41.0700,=41.0700,=1952055210122.88,=122799300000.0,=122799300000.0,,=0.0296
2026-03-26,=40.9300,=40.9300,=40.9300,=40.9300,=1945401016565.12,=122380700000.0,=122380700000.0,,=0.0340
2026-03-25,=40.5800,=40.5800,=40.5800,=40.5800,=1928765532670.72,=121334200000.0,=121334200000.0,,=0.0343
2026-03-24,=41.9500,=41.9500,=41.9500,=41.9500,=1993881569628.8,=125430500000.0,=125430500000.0,,=0.0303
2026-03-23,=42.1000,=42.1000,=42.1000,=42.1000,=2001011062726.4,=125879000000.0,=125879000000.0,,=0.0302
2026-03-20,=41.9100,=41.9100,=41.9100,=41.9100,=1991980371469.44,=125310900000.0,=125310900000.0,,=0.0303
2026-03-19,=42.2400,=42.2400,=42.2400,=42.2400,=2007665256284.16,=126297600000.0,=126297600000.0,,=0.0301
2026-03-18,=39.9000,=39.9000,=39.9000,=39.9000,=1896445163961.6,=119301000000.0,=119301000000.0,,=0.0319
2026-03-17,=40.4600,=40.4600,=40.4600,=40.4600,=1923061938192.64,=120975400000.0,=120975400000.0,,=0.0314
2026-03-16,=41.2100,=41.2100,=41.2100,=41.2100,=1958709403680.64,=123217900000.0,=123217900000.0,,=0.0308
2026-03-13,=42.0000,=42.0000,=42.0000,=42.0000,=1996258067328.0,=125580000000.0,=125580000000.0,,=0.0303
2026-03-12,=43.0000,=43.0000,=43.0000,=43.0000,=2043788021312.0,=128570000000.0,=128570000000.0,,=0.0296
2026-03-11,=41.7600,=41.7600,=41.7600,=41.7600,=1984850878371.84,=124862400000.0,=124862400000.0,,=0.0304
2026-03-10,=40.9800,=40.9800,=40.9800,=40.9800,=1947777514264.32,=122530200000.0,=122530200000.0,,=0.0310
2026-03-09,=43.3600,=43.3600,=43.3600,=43.3600,=2060898804746.24,=129646400000.0,=129646400000.0,,=0.0293
2026-03-06,=40.4900,=40.4900,=40.4900,=40.4900,=1924487836812.16,=121065100000.0,=121065100000.0,,=0.0314
2026-03-05,=41.6000,=41.6000,=41.6000,=41.6000,=1977246085734.4,=124384000000.0,=124384000000.0,,=0.0306
2026-03-04,=42.8500,=42.8500,=42.8500,=42.8500,=2036658528214.4,=128121500000.0,=128121500000.0,,=0.0297
2026-03-03,=43.4100,=43.4100,=43.4100,=43.4100,=2063275302445.44,=129795900000.0,=129795900000.0,,=0.0293
2026-03-02,=39.4600,=39.4600,=39.4600,=39.4600,=1875531984208.64,=117985400000.0,=117985400000.0,,=0.0322
