date,经营活动产生的现金流量净额,经营活动产生的现金流量净额对净利润的比率,速动比率,长期负债合计,货币资金,营业收入,流动资产合计,净利润率,毛利率(GM),所有者权益合计,归属于母公司普通股股东的净利润,总资产收益率(ROA),有息负债率,负债合计,净资产收益率(ROE),自由现金流量,流动比率,应收账款,流动负债合计,资产合计,资本回报率(ROIC),资产负债率,基本每股收益
2026-03-31,9677280198,1.4413,1.0297,21451266762,248095050000,38953072383,661139753,0.1675,0.2962,145830974745,4209991046,0.1094,0.1068,97627407285,0.1853,20961433190,1.187,5674906527,7467034145,243458382030,0.1619,0.401,0.4342
