date,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比,自由现金流量
2026-03-31,1.4413,9677280198,0.3727,20961433190
2025-12-31,1.3255,35269272762,-0.1672,18324412647
2025-09-30,1.1733,27724204367,-0.2686,18530664368
2025-06-30,1.2182,15815129647,-0.2779,20002350831
2025-03-31,1.1644,7050005301,-0.1851,25909878639
2024-12-31,1.1585,42350239403,0.0087,28533821906
2024-09-30,1.2856,34736626290,0.2201,30982146097
2024-06-30,1.22,19966631407,0.2147,31512223199
2024-03-31,1.1406,7622722508,-0.0947,26834276872
2023-12-31,1.0755,38598156414,-0.3123,27812467807
2023-09-30,1.1829,28470384277,-0.3443,36465133875
2023-06-30,1.4,16978257523,-0.0575,44105168724
2023-03-31,1.0821,8963911175,0.4844,48200632565
2022-12-31,1.0574,56139223437,0.0671,45972888342
2022-09-30,1.1021,38487433318,0.2063,48954104022
2022-06-30,1.0173,18193591573,0.2569,46992342162
2022-03-31,1.3825,6203346641,0.3663,45060357602
2021-12-31,1.515,51120894751,1.4175,43177409289
2021-09-30,1.5195,31904874973,1.9037,33269631401
2021-06-30,1.1973,14470342227,2.1901,22619841422
2021-03-31,1.0563,4633338245,0.7735,14553100711
2020-12-31,1.07,21139927227,0.0908,13060558380
2020-09-30,0.7795,10542783727,-0.3243,9678507620
2020-06-30,0.8337,4481118828,-0.5939,7700530558
2020-03-31,1.0146,2688259253,-0.5014,11712236910
2019-12-31,1.1544,19200350253,-0.0282,14375957153
2019-09-30,1.4205,15601825036,0.2145,17060215328
2019-06-30,1.5748,11033981262,0.7372,19640820424
2019-03-31,1.4214,5391596640,0.6701,17265689528
2018-12-31,1.2404,19758268793,0.167,15348038802
2018-09-30,1.1142,12846696553,0.1757,13603978004
2018-06-30,1.06,6351647052,0.0988,12100412274
2018-03-31,1.0506,3228295832,-0.0274,11688682490
2017-12-31,1.0766,16930864645,1.0481,11923192817
2017-09-30,0.9664,10926850279,1.2012,12147094551
2017-06-30,1.1292,5780590316,8.1546,11817224802
2017-03-31,1.3684,3319233249,10.8679,9521906669
2016-12-31,1.8875,8266537896,10.303,6258519103
2016-09-30,4.9861,4964019482,13.8394,1868398422
