date,自由现金流量,净利润率,经营活动产生的现金流量净额对净利润的比率,归属于母公司普通股股东的净利润,净资产收益率(ROE),总资产收益率(ROA),营业收入,经营活动产生的现金流量净额,基本每股收益,资产负债率
2026-03-31,188706000000,0.1285,3.4476,10041000000,0.1735,0.0181,92547000000,61263000000,1.04,0.8909
