date,metric,value
2026-03-31,自由现金流量,188706000000
2026-03-31,净利润率,0.1285
2026-03-31,经营活动产生的现金流量净额对净利润的比率,3.4476
2026-03-31,归属于母公司普通股股东的净利润,10041000000
2026-03-31,净资产收益率(ROE),0.1735
2026-03-31,总资产收益率(ROA),0.0181
2026-03-31,营业收入,92547000000
2026-03-31,经营活动产生的现金流量净额,61263000000
2026-03-31,基本每股收益,1.04
2026-03-31,资产负债率,0.8909
