date,总资产收益率(ROA),营业收入,货币资金,自由现金流量,净资产收益率(ROE),速动比率,流动资产合计,有息负债率,负债合计,经营活动产生的现金流量净额,长期负债合计,净利润率,基本每股收益,资产合计,所有者权益合计,毛利率(GM),归属于母公司普通股股东的净利润,流动比率,应收账款,资产负债率,资本回报率(ROIC),流动负债合计,经营活动产生的现金流量净额对净利润的比率
2026-03-31,0.1325,8140565321,366506177042.28,8530154219,0.1454,8.4531,0,0.0009,7146776163,786445901,0,0.2494,0.34,71293862441,64147086278,0.8653,2282268233,9.2331,5021464385,0.1002,0.1453,1454498612,1.4119
