date,metric,value
2026-03-31,流动负债合计,110421064960
2026-03-31,资产负债率,0.7787
2026-03-31,资产合计,2135322769674
2026-03-31,归属于母公司普通股股东的净利润,4102517975
2026-03-31,资本回报率(ROIC),0.0298
2026-03-31,流动比率,0.9022
2026-03-31,基本每股收益,0.24
2026-03-31,应收账款,155640649008
2026-03-31,净资产收益率(ROE),0.041
2026-03-31,长期负债合计,459921677680
2026-03-31,总资产收益率(ROA),0.0096
2026-03-31,负债合计,1662720971766
2026-03-31,有息负债率,0.3637
2026-03-31,净利润率,0.0265
2026-03-31,营业收入,155945916995
2026-03-31,经营活动产生的现金流量净额,-55149016440
2026-03-31,经营活动产生的现金流量净额对净利润的比率,0.4684
2026-03-31,流动资产合计,262599331058
2026-03-31,货币资金,123850042552.25
2026-03-31,速动比率,0.5073
2026-03-31,自由现金流量,-24479765861
2026-03-31,毛利率(GM),0.1108
2026-03-31,所有者权益合计,472601797908
