date,流动负债合计,资产负债率,资产合计,归属于母公司普通股股东的净利润,资本回报率(ROIC),流动比率,基本每股收益,应收账款,净资产收益率(ROE),长期负债合计,总资产收益率(ROA),负债合计,有息负债率,净利润率,营业收入,经营活动产生的现金流量净额,经营活动产生的现金流量净额对净利润的比率,流动资产合计,货币资金,速动比率,自由现金流量,毛利率(GM),所有者权益合计
2026-03-31,110421064960,0.7787,2135322769674,4102517975,0.0298,0.9022,0.24,155640649008,0.041,459921677680,0.0096,1662720971766,0.3637,0.0265,155945916995,-55149016440,0.4684,262599331058,123850042552.25,0.5073,-24479765861,0.1108,472601797908
