date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.24,-0.25,4102517975,155945916995
2025-12-31,0.85,-0.3796,14751374779,731108751343
2025-09-30,0.79,-0.1596,13647200928,513915419913
2025-06-30,0.56,-0.1515,9568353540,337054630510
2025-03-31,0.32,-0.1111,5466739127,154643895485
2024-12-31,1.37,-0.0144,23384093178,771944258710
2024-09-30,0.94,0,16274469983,536636414787
2024-06-30,0.66,-0.0149,11398775107,357447650673
2024-03-31,0.36,0.125,6140683103,176904193700
2023-12-31,1.39,0.2636,23811610826,758676426548
2023-09-30,0.94,0.033,16245973102,547701527039
2023-06-30,0.66,0.0313,11402864343,365788257395
2023-03-31,0.32,0.1034,5582367706,176591274385
2022-12-31,1.09,0.0686,19103845044,720274539115
2022-09-30,0.91,0.0581,15815227211,541979037323
2022-06-30,0.64,0.1429,11082567007,363923800270
2022-03-31,0.29,0.16,5093589966,172095326154
2021-12-31,1.02,0.1333,17993085059,685638999783
2021-09-30,0.86,0.5636,14964824087,516216641112
2021-06-30,0.56,1.24,9770656438,340627261025
2021-03-31,0.25,0.9231,4326019228,151927555778
2020-12-31,0.9,-0.2241,16206010966,627586194472
2020-09-30,0.55,-0.2763,10071759790,409735527204
2020-06-30,0.25,-0.4681,5122142644,246448164511
2020-03-31,0.13,-0.4583,2341387063,95443267619
2019-12-31,1.16,0.0087,20107557825,554792365252
2019-09-30,0.76,0.027,13340895483,374688576050
2019-06-30,0.47,0.0444,8576980022,240272497282
2019-03-31,0.24,0.1429,3930336095,102245102038
2018-12-31,1.15,-0.0496,19680415776,490872128295
2018-09-30,0.74,0.1045,12861357593,328547167715
2018-06-30,0.45,0.0976,8175064157,208378986328
2018-03-31,0.21,0.1053,3434164021,93253359275
2017-12-31,1.21,0.2474,20580777960,482804341572
2017-09-30,0.67,0.0469,11728553258,307297125510
2017-06-30,0.41,0.0789,7538278041,190101481134
2017-03-31,0.19,0.3571,3140634804,82698843326
2016-12-31,0.97,0.0211,16743074198,431743429819
2016-09-30,0.64,0.0667,11273640654,291222767046
