date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-20,150902727909.75,0.5278,,,,,6.6447,,,,,0.0325,7.8807,,,,,0.2013,,,,,0.5378,,,,
2025-08-19,150414369567.0,0.5261,,,,,6.6232,,,,,0.0326,7.8552,,,,,0.2006,,,,,0.5361,,,,
2025-08-18,150739941795.5,0.5272,,,,,6.6376,,,,,0.0326,7.8722,,,,,0.2011,,,,,0.5372,,,,
2025-08-15,150414369567.0,0.5261,,,,,6.6232,,,,,0.0326,7.8552,,,,,0.2006,,,,,0.5361,,,,
2025-08-14,149437652881.5,0.5227,,,,,6.5802,,,,,0.0329,7.8042,,,,,0.1993,,,,,0.5326,,,,
2025-08-13,150902727909.75,0.5278,,,,,6.6447,,,,,0.0325,7.8807,,,,,0.2013,,,,,0.5378,,,,
2025-08-12,151391086252.5,0.5295,,,,,6.6662,,,,,0.0324,7.9062,,,,,0.2019,,,,,0.5396,,,,
2025-08-11,152367802938.0,0.5329,,,,,6.7092,,,,,0.0322,7.9572,,,,,0.2032,,,,,0.5430,,,,
2025-08-08,153018947395.0,0.5352,,,,,6.7379,,,,,0.0321,7.9912,,,,,0.2041,,,,,0.5454,,,,
2025-08-07,151065514024.0,0.5284,,,,,6.6519,,,,,0.0325,7.8892,,,,,0.2015,,,,,0.5384,,,,
2025-08-06,149926011224.25,0.5244,,,,,6.6017,,,,,0.0328,7.8297,,,,,0.2000,,,,,0.5343,,,,
2025-08-05,150088797338.5,0.5249,,,,,6.6089,,,,,0.0327,7.8382,,,,,0.2002,,,,,0.5349,,,,
2025-08-04,150088797338.5,0.5249,,,,,6.6089,,,,,0.0327,7.8382,,,,,0.2002,,,,,0.5349,,,,
2025-08-01,150088797338.5,0.5249,,,,,6.6089,,,,,0.0327,7.8382,,,,,0.2002,,,,,0.5349,,,,
2025-07-31,149763225110.0,0.5238,,,,,6.5946,,,,,0.0328,7.8212,,,,,0.1998,,,,,0.5338,,,,
2025-07-30,152042230709.5,0.5318,,,,,6.6949,,,,,0.0323,7.9402,,,,,0.2028,,,,,0.5419,,,,
2025-07-29,153018947395.0,0.5352,,,,,6.7379,,,,,0.0321,7.9912,,,,,0.2041,,,,,0.5454,,,,
2025-07-28,153181733509.25,0.5358,,,,,6.7451,,,,,0.0321,7.9997,,,,,0.2043,,,,,0.5459,,,,
2025-07-25,154158450194.75,0.5392,,,,,6.7881,,,,,0.0319,8.0507,,,,,0.2056,,,,,0.5494,,,,
2025-07-24,158716461393.75,0.5551,,,,,6.9888,,,,,0.0309,8.2888,,,,,0.2117,,,,,0.5657,,,,
2025-07-23,159530391965.0,0.5580,,,,,7.0246,,,,,0.0308,8.3313,,,,,0.2128,,,,,0.5686,,,,
2025-07-22,168158056020.25,0.5881,,,,,7.4045,,,,,0.0292,8.7818,,,,,0.2243,,,,,0.5993,,,,
2025-07-21,152856161280.75,0.5346,,,,,6.7307,,,,,0.0321,7.9827,,,,,0.2039,,,,,0.5448,,,,
2025-07-18,146344716710.75,0.5118,,,,,6.4440,,,,,0.0336,7.6427,,,,,0.1952,,,,,0.5216,,,,
2025-07-17,145693572253.75,0.5096,,,,,6.4154,,,,,0.0337,7.6087,,,,,0.1943,,,,,0.5193,,,,
2025-07-16,145205213911.0,0.5079,,,,,6.3938,,,,,0.0338,7.5832,,,,,0.1937,,,,,0.5175,,,,
2025-07-15,146181930596.5,0.5113,,,,,6.4369,,,,,0.0336,7.6342,,,,,0.1950,,,,,0.5210,,,,
2025-07-14,147484219510.5,0.5158,,,,,6.4942,,,,,0.0333,7.7022,,,,,0.1967,,,,,0.5256,,,,
2025-07-11,147321433396.25,0.5153,,,,,6.4870,,,,,0.0333,7.6937,,,,,0.1965,,,,,0.5251,,,,
2025-07-10,148135363967.5,0.5181,,,,,6.5229,,,,,0.0331,7.7362,,,,,0.1976,,,,,0.5280,,,,
2025-07-09,147972577853.25,0.5175,,,,,6.5157,,,,,0.0332,7.7277,,,,,0.1974,,,,,0.5274,,,,
2025-07-08,145042427796.75,0.5073,,,,,6.3867,,,,,0.0339,7.5747,,,,,0.1935,,,,,0.5169,,,,
2025-07-07,144228497225.5,0.5044,,,,,6.3508,,,,,0.0340,7.5322,,,,,0.1924,,,,,0.5140,,,,
