date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,3954969000,0.4214,0.3955,34588720000
2025-12-31,8380948000,-0.4361,0.8389,144932859000
2025-09-30,7119974000,-0.3915,0.71,104957463000
2025-06-30,4652048000,-0.3853,0.4634,59349051000
2025-03-31,2710074000,-0.2789,0.2699,30311901000
2024-12-31,14425051000,-0.2839,1.4574,139124434000
2024-09-30,11405151000,-0.2698,1.36,106632780000
2024-06-30,7568318000,-0.3164,1.02,72311580000
2024-03-31,3756802000,-0.4185,0.5105,39633384000
2023-12-31,20139502000,-0.3962,2.7421,150024860000
2023-09-30,15839367000,-0.4634,2.0787,135037826000
2023-06-30,10210068000,-0.4339,2.0874,84401342000
2023-03-31,5652383000,-0.1535,1.1566,44421221000
2022-12-31,30773610000,0.8927,6.3012,200829269000
2022-09-30,27127917000,1.3525,5.5559,151347326000
2022-06-30,18037071000,1.9854,3.6957,100285198000
2022-03-31,6677314000,1.9664,1.3716,41201223000
2021-12-31,16258908000,1.283,3.3398,151990797000
2021-09-30,11531730000,0.6523,2.3759,105035724000
2021-06-30,6041738000,0.1375,1.2438,65379960000
2021-03-31,2251001000,0.3019,0.4628,31055994000
2020-12-31,7121636000,-0.282,1.4589,214991818000
2020-09-30,5690486000,-0.1852,1.164,154146966000
2020-06-30,4599867000,-0.142,0.9381,109613418000
2020-03-31,1527504000,-0.3764,0.311,45604524000
2019-12-31,8667868000,0.096,1.7646,200647187000
2019-09-30,6983703000,0.2688,1.4218,150611076000
2019-06-30,5360854000,0.2349,1.0914,105975591000
2019-03-31,2308395000,0.0363,0.4699,48243536000
2018-12-31,7908904000,0.1681,1.6101,163008472000
2018-09-30,5048974000,0.0399,1.12,119190485000
2018-06-30,4341279000,0.3409,0.8838,76308193000
2018-03-31,2227536000,0.2549,0.4535,32333709000
2017-12-31,6770618000,2.1319,1.3784,151227775000
2017-09-30,4783394000,3.6988,0.9738,119218615000
2017-06-30,3189144000,4.3832,0.6493,80624244000
2017-03-31,1748567000,6.0649,0.356,39746029000
2016-12-31,2064585000,1.402,0.4203,101982213000
2016-09-30,1018012000,-0.1078,0.2072,64777318000
