date,长期负债合计,经营活动产生的现金流量净额对净利润的比率,资产负债率,流动比率,流动资产合计,净资产收益率(ROE),总资产收益率(ROA),应收账款,资产合计,自由现金流量,净利润率,资本回报率(ROIC),流动负债合计,有息负债率,负债合计,归属于母公司普通股股东的净利润,速动比率,营业收入,货币资金,经营活动产生的现金流量净额,毛利率(GM),所有者权益合计,基本每股收益
2026-03-31,60484558000,1.4001,0.621,0.9299,25130000,0.0998,0.0376,9432016000,468996510000,2994799000,0.1053,0.0669,6785856000,0.2979,291252179000,3954969000,0.8187,34588720000,194225248526.4,6182253000,0.2812,177744331000,0.3955
