date,stockCode,PE-TTM扣非
2025-06-18T00:00:00+08:00,002475,20.0266
2025-06-19T00:00:00+08:00,002475,19.8929
2025-06-20T00:00:00+08:00,002475,20.1908
2025-06-23T00:00:00+08:00,002475,20.1786
2025-06-24T00:00:00+08:00,002475,20.203
2025-06-25T00:00:00+08:00,002475,20.209
2025-06-26T00:00:00+08:00,002475,20.0449
2025-06-27T00:00:00+08:00,002475,20.5921
2025-06-30T00:00:00+08:00,002475,21.1022
2025-07-01T00:00:00+08:00,002475,21.1144
2025-07-02T00:00:00+08:00,002475,20.6338
2025-07-03T00:00:00+08:00,002475,21.7592
2025-07-04T00:00:00+08:00,002475,21.4672
2025-07-07T00:00:00+08:00,002475,21.1405
2025-07-08T00:00:00+08:00,002475,21.5116
2025-07-09T00:00:00+08:00,002475,21.4751
2025-07-10T00:00:00+08:00,002475,21.755
2025-07-11T00:00:00+08:00,002475,21.755
2025-07-14T00:00:00+08:00,002475,21.5116
2025-07-15T00:00:00+08:00,002475,22.3755
2025-07-16T00:00:00+08:00,002475,22.5398
2025-07-17T00:00:00+08:00,002475,23.9694
2025-07-18T00:00:00+08:00,002475,23.5618
2025-07-21T00:00:00+08:00,002475,23.5192
2025-07-22T00:00:00+08:00,002475,23.1725
2025-07-23T00:00:00+08:00,002475,23.0934
2025-07-24T00:00:00+08:00,002475,23.0386
2025-07-25T00:00:00+08:00,002475,23.3185
2025-07-28T00:00:00+08:00,002475,22.9717
2025-07-29T00:00:00+08:00,002475,22.8561
2025-07-30T00:00:00+08:00,002475,22.9595
2025-07-31T00:00:00+08:00,002475,22.2843
2025-08-01T00:00:00+08:00,002475,22.2903
2025-08-04T00:00:00+08:00,002475,22.047
2025-08-05T00:00:00+08:00,002475,22.1869
2025-08-06T00:00:00+08:00,002475,22.0288
2025-08-07T00:00:00+08:00,002475,22.5215
2025-08-08T00:00:00+08:00,002475,22.1687
2025-08-11T00:00:00+08:00,002475,23.1238
2025-08-12T00:00:00+08:00,002475,23.2211
2025-08-13T00:00:00+08:00,002475,23.3306
2025-08-14T00:00:00+08:00,002475,23.4097
2025-08-15T00:00:00+08:00,002475,23.4767
2025-08-18T00:00:00+08:00,002475,24.085
2025-08-19T00:00:00+08:00,002475,23.7869
2025-08-20T00:00:00+08:00,002475,24.3649
2025-08-21T00:00:00+08:00,002475,25.6667
2025-08-22T00:00:00+08:00,002475,25.977
2025-08-25T00:00:00+08:00,002475,26.1291
2025-08-26T00:00:00+08:00,002475,26.811
2025-08-27T00:00:00+08:00,002475,26.4465
2025-08-28T00:00:00+08:00,002475,27.105
2025-08-29T00:00:00+08:00,002475,27.0344
2025-09-01T00:00:00+08:00,002475,26.617
2025-09-02T00:00:00+08:00,002475,25.7527
2025-09-03T00:00:00+08:00,002475,25.4117
2025-09-04T00:00:00+08:00,002475,26.0996
2025-09-05T00:00:00+08:00,002475,27.7518
2025-09-08T00:00:00+08:00,002475,29.2511
2025-09-09T00:00:00+08:00,002475,28.0516
2025-09-10T00:00:00+08:00,002475,28.275
2025-09-11T00:00:00+08:00,002475,31.1031
2025-09-12T00:00:00+08:00,002475,30.9914
2025-09-15T00:00:00+08:00,002475,31.0091
2025-09-16T00:00:00+08:00,002475,30.8033
2025-09-17T00:00:00+08:00,002475,30.5798
2025-09-18T00:00:00+08:00,002475,31.2266
2025-09-19T00:00:00+08:00,002475,32.5789
2025-09-22T00:00:00+08:00,002475,35.8362
2025-09-23T00:00:00+08:00,002475,38.629
2025-09-24T00:00:00+08:00,002475,41.2749
2025-09-25T00:00:00+08:00,002475,40.4164
2025-09-26T00:00:00+08:00,002475,37.7765
2025-09-29T00:00:00+08:00,002475,38.0999
2025-09-30T00:00:00+08:00,002475,38.1914
2025-10-09T00:00:00+08:00,002475,38.5516
2025-10-10T00:00:00+08:00,002475,35.8949
2025-10-13T00:00:00+08:00,002475,34.0942
2025-10-14T00:00:00+08:00,002475,32.4766
2025-10-15T00:00:00+08:00,002475,34.3599
2025-10-16T00:00:00+08:00,002475,34.9503
2025-10-17T00:00:00+08:00,002475,32.76
2025-10-20T00:00:00+08:00,002475,33.74
2025-10-21T00:00:00+08:00,002475,36.1015
2025-10-22T00:00:00+08:00,002475,35.4875
2025-10-23T00:00:00+08:00,002475,35.5052
2025-10-24T00:00:00+08:00,002475,37.731
2025-10-27T00:00:00+08:00,002475,38.6106
2025-10-28T00:00:00+08:00,002475,38.1737
2025-10-29T00:00:00+08:00,002475,39.7205
2025-10-30T00:00:00+08:00,002475,38.3981
2025-10-31T00:00:00+08:00,002475,34.9689
2025-11-03T00:00:00+08:00,002475,34.9245
2025-11-04T00:00:00+08:00,002475,33.6035
2025-11-05T00:00:00+08:00,002475,33.8477
2025-11-06T00:00:00+08:00,002475,34.2252
2025-11-07T00:00:00+08:00,002475,33.2482
2025-11-10T00:00:00+08:00,002475,32.4157
2025-11-11T00:00:00+08:00,002475,31.3555
2025-11-12T00:00:00+08:00,002475,32.066
2025-11-13T00:00:00+08:00,002475,31.8495
2025-11-14T00:00:00+08:00,002475,31.3666
2025-11-17T00:00:00+08:00,002475,31.3888
2025-11-18T00:00:00+08:00,002475,31.4221
2025-11-19T00:00:00+08:00,002475,31.4998
2025-11-20T00:00:00+08:00,002475,30.9447
2025-11-21T00:00:00+08:00,002475,29.3351
2025-11-24T00:00:00+08:00,002475,29.5571
2025-11-25T00:00:00+08:00,002475,30.917
2025-11-26T00:00:00+08:00,002475,31.9716
2025-11-27T00:00:00+08:00,002475,31.6164
2025-11-28T00:00:00+08:00,002475,32.0715
2025-12-01T00:00:00+08:00,002475,32.5322
2025-12-02T00:00:00+08:00,002475,33.3038
2025-12-03T00:00:00+08:00,002475,32.6488
2025-12-04T00:00:00+08:00,002475,33.0984
2025-12-05T00:00:00+08:00,002475,32.8875
2025-12-08T00:00:00+08:00,002475,33.3482
2025-12-09T00:00:00+08:00,002475,33.6368
2025-12-10T00:00:00+08:00,002475,33.0429
2025-12-11T00:00:00+08:00,002475,32.3324
2025-12-12T00:00:00+08:00,002475,33.5147
2025-12-15T00:00:00+08:00,002475,31.8384
2025-12-16T00:00:00+08:00,002475,31.8217
2025-12-17T00:00:00+08:00,002475,32.56
2025-12-18T00:00:00+08:00,002475,31.6275
2025-12-19T00:00:00+08:00,002475,31.5165
2025-12-22T00:00:00+08:00,002475,32.0438
2025-12-23T00:00:00+08:00,002475,32.2214
2025-12-24T00:00:00+08:00,002475,32.9097
2025-12-25T00:00:00+08:00,002475,32.9874
2025-12-26T00:00:00+08:00,002475,32.4157
2025-12-29T00:00:00+08:00,002475,32.3157
2025-12-30T00:00:00+08:00,002475,32.2325
2025-12-31T00:00:00+08:00,002475,31.495
2026-01-05T00:00:00+08:00,002475,32.5168
2026-01-06T00:00:00+08:00,002475,32.8889
2026-01-07T00:00:00+08:00,002475,31.9615
2026-01-08T00:00:00+08:00,002475,30.6341
2026-01-09T00:00:00+08:00,002475,30.9063
2026-01-12T00:00:00+08:00,002475,30.7841
2026-01-13T00:00:00+08:00,002475,30.312
2026-01-14T00:00:00+08:00,002475,29.7566
2026-01-15T00:00:00+08:00,002475,31.8615
2026-01-16T00:00:00+08:00,002475,32.2558
2026-01-19T00:00:00+08:00,002475,32.1336
2026-01-20T00:00:00+08:00,002475,31.9115
2026-01-21T00:00:00+08:00,002475,31.6893
2026-01-22T00:00:00+08:00,002475,31.3283
2026-01-23T00:00:00+08:00,002475,30.823
2026-01-26T00:00:00+08:00,002475,30.0399
2026-01-27T00:00:00+08:00,002475,29.8344
2026-01-28T00:00:00+08:00,002475,29.59
2026-01-29T00:00:00+08:00,002475,28.8181
2026-01-30T00:00:00+08:00,002475,28.707
2026-02-02T00:00:00+08:00,002475,29.0013
2026-02-03T00:00:00+08:00,002475,29.1346
2026-02-04T00:00:00+08:00,002475,28.8236
2026-02-05T00:00:00+08:00,002475,28.7132
2026-02-06T00:00:00+08:00,002475,28.4188
2026-02-09T00:00:00+08:00,002475,28.7243
2026-02-10T00:00:00+08:00,002475,28.7076
2026-02-11T00:00:00+08:00,002475,28.4077
2026-02-12T00:00:00+08:00,002475,28.0079
2026-02-13T00:00:00+08:00,002475,28.2133
2026-02-24T00:00:00+08:00,002475,28.1189
2026-02-25T00:00:00+08:00,002475,28.6465
2026-02-26T00:00:00+08:00,002475,28.4133
2026-02-27T00:00:00+08:00,002475,27.8912
2026-03-02T00:00:00+08:00,002475,27.2748
2026-03-03T00:00:00+08:00,002475,26.3195
2026-03-04T00:00:00+08:00,002475,25.703
2026-03-05T00:00:00+08:00,002475,26.1029
2026-03-06T00:00:00+08:00,002475,26.2695
2026-03-09T00:00:00+08:00,002475,25.8252
2026-03-10T00:00:00+08:00,002475,27.4303
2026-03-11T00:00:00+08:00,002475,27.8635
2026-03-12T00:00:00+08:00,002475,27.6024
2026-03-13T00:00:00+08:00,002475,27.3969
2026-03-16T00:00:00+08:00,002475,27.3581
2026-03-17T00:00:00+08:00,002475,27.6746
2026-03-18T00:00:00+08:00,002475,27.4025
2026-03-19T00:00:00+08:00,002475,26.6805
2026-03-20T00:00:00+08:00,002475,26.7805
2026-03-23T00:00:00+08:00,002475,25.7141
2026-03-24T00:00:00+08:00,002475,25.7364
2026-03-25T00:00:00+08:00,002475,28.3078
2026-03-26T00:00:00+08:00,002475,27.8746
2026-03-27T00:00:00+08:00,002475,28.1078
2026-03-30T00:00:00+08:00,002475,27.0804
2026-03-31T00:00:00+08:00,002475,27.3581
2026-04-01T00:00:00+08:00,002475,27.9912
2026-04-02T00:00:00+08:00,002475,27.708
2026-04-03T00:00:00+08:00,002475,27.1026
2026-04-07T00:00:00+08:00,002475,26.8749
2026-04-08T00:00:00+08:00,002475,29.0298
2026-04-09T00:00:00+08:00,002475,30.5959
2026-04-10T00:00:00+08:00,002475,32.3121
2026-04-13T00:00:00+08:00,002475,32.5453
2026-04-14T00:00:00+08:00,002475,32.8452
2026-04-15T00:00:00+08:00,002475,30.2262
2026-04-16T00:00:00+08:00,002475,31.0849
