date,stockCode,PE-TTM扣非
2025-04-16T00:00:00+08:00,002475,19.0279
2025-04-17T00:00:00+08:00,002475,18.9443
2025-04-18T00:00:00+08:00,002475,19.2594
2025-04-21T00:00:00+08:00,002475,19.851
2025-04-22T00:00:00+08:00,002475,19.4844
2025-04-23T00:00:00+08:00,002475,20.2754
2025-04-24T00:00:00+08:00,002475,19.7802
2025-04-25T00:00:00+08:00,002475,20.3268
2025-04-28T00:00:00+08:00,002475,18.8168
2025-04-29T00:00:00+08:00,002475,18.5614
2025-04-30T00:00:00+08:00,002475,18.756
2025-05-06T00:00:00+08:00,002475,19.3396
2025-05-07T00:00:00+08:00,002475,19.1633
2025-05-08T00:00:00+08:00,002475,19.905
2025-05-09T00:00:00+08:00,002475,19.5038
2025-05-12T00:00:00+08:00,002475,20.7441
2025-05-13T00:00:00+08:00,002475,20.5495
2025-05-14T00:00:00+08:00,002475,20.3793
2025-05-15T00:00:00+08:00,002475,19.8564
2025-05-16T00:00:00+08:00,002475,19.7591
2025-05-19T00:00:00+08:00,002475,19.595
2025-05-20T00:00:00+08:00,002475,19.8199
2025-05-21T00:00:00+08:00,002475,19.5281
2025-05-22T00:00:00+08:00,002475,19.3153
2025-05-23T00:00:00+08:00,002475,19.0296
2025-05-26T00:00:00+08:00,002475,18.9931
2025-05-27T00:00:00+08:00,002475,18.5553
2025-05-28T00:00:00+08:00,002475,18.4763
2025-05-29T00:00:00+08:00,002475,19.0964
2025-05-30T00:00:00+08:00,002475,18.4824
2025-06-03T00:00:00+08:00,002475,18.4338
2025-06-04T00:00:00+08:00,002475,18.7256
2025-06-05T00:00:00+08:00,002475,19.2302
2025-06-06T00:00:00+08:00,002475,19.0417
2025-06-09T00:00:00+08:00,002475,19.4126
2025-06-10T00:00:00+08:00,002475,19.3214
2025-06-11T00:00:00+08:00,002475,19.4369
2025-06-12T00:00:00+08:00,002475,19.3579
2025-06-13T00:00:00+08:00,002475,18.9992
2025-06-16T00:00:00+08:00,002475,19.4004
2025-06-17T00:00:00+08:00,002475,19.8625
