date,stockCode,融资余额
2025-04-16T00:00:00+08:00,000333,2734917331
2025-04-17T00:00:00+08:00,000333,2723657052
2025-04-18T00:00:00+08:00,000333,2687467563
2025-04-21T00:00:00+08:00,000333,2662652552
2025-04-22T00:00:00+08:00,000333,2629047392
2025-04-23T00:00:00+08:00,000333,2623340522
2025-04-24T00:00:00+08:00,000333,2629222155
2025-04-25T00:00:00+08:00,000333,2654050289
2025-04-28T00:00:00+08:00,000333,2651071229
2025-04-29T00:00:00+08:00,000333,2623399195
2025-04-30T00:00:00+08:00,000333,2658273241
2025-05-06T00:00:00+08:00,000333,2647283454
2025-05-07T00:00:00+08:00,000333,2610879267
2025-05-08T00:00:00+08:00,000333,2566316155
2025-05-09T00:00:00+08:00,000333,2520696544
2025-05-12T00:00:00+08:00,000333,2490489289
2025-05-13T00:00:00+08:00,000333,2489606271
2025-05-14T00:00:00+08:00,000333,2474672032
2025-05-15T00:00:00+08:00,000333,2500168633
2025-05-16T00:00:00+08:00,000333,2500456183
2025-05-19T00:00:00+08:00,000333,2464007829
2025-05-20T00:00:00+08:00,000333,2411100660
2025-05-21T00:00:00+08:00,000333,2407255411
2025-05-22T00:00:00+08:00,000333,2366424038
2025-05-23T00:00:00+08:00,000333,2387801329
2025-05-26T00:00:00+08:00,000333,2404330878
2025-05-27T00:00:00+08:00,000333,2402285184
2025-05-28T00:00:00+08:00,000333,2393200331
2025-05-29T00:00:00+08:00,000333,2413965273
2025-05-30T00:00:00+08:00,000333,2377349025
2025-06-03T00:00:00+08:00,000333,2558353379
2025-06-04T00:00:00+08:00,000333,2599543563
2025-06-05T00:00:00+08:00,000333,2623212156
2025-06-06T00:00:00+08:00,000333,2617605123
2025-06-09T00:00:00+08:00,000333,2656964575
2025-06-10T00:00:00+08:00,000333,2674306846
2025-06-11T00:00:00+08:00,000333,2726213348
2025-06-12T00:00:00+08:00,000333,2676470423
2025-06-13T00:00:00+08:00,000333,2669636496
2025-06-16T00:00:00+08:00,000333,2667116346
2025-06-17T00:00:00+08:00,000333,2714554922
2025-06-18T00:00:00+08:00,000333,2726655143
2025-06-19T00:00:00+08:00,000333,2737831058
2025-06-20T00:00:00+08:00,000333,2685474469
2025-06-23T00:00:00+08:00,000333,2716535125
2025-06-24T00:00:00+08:00,000333,2688758729
2025-06-25T00:00:00+08:00,000333,2679071391
2025-06-26T00:00:00+08:00,000333,2739689535
2025-06-27T00:00:00+08:00,000333,2772144432
2025-06-30T00:00:00+08:00,000333,2773694274
2025-07-01T00:00:00+08:00,000333,2798253327
2025-07-02T00:00:00+08:00,000333,2812204168
2025-07-03T00:00:00+08:00,000333,2787377836
2025-07-04T00:00:00+08:00,000333,2749981073
2025-07-07T00:00:00+08:00,000333,2769063505
2025-07-08T00:00:00+08:00,000333,2817487357
2025-07-09T00:00:00+08:00,000333,2852508366
2025-07-10T00:00:00+08:00,000333,2886454578
2025-07-11T00:00:00+08:00,000333,2779520702
2025-07-14T00:00:00+08:00,000333,2734748680
2025-07-15T00:00:00+08:00,000333,2739842204
2025-07-16T00:00:00+08:00,000333,2751059167
2025-07-17T00:00:00+08:00,000333,2832218892
2025-07-18T00:00:00+08:00,000333,2841012658
2025-07-21T00:00:00+08:00,000333,2956734159
2025-07-22T00:00:00+08:00,000333,2982907665
2025-07-23T00:00:00+08:00,000333,2976698430
2025-07-24T00:00:00+08:00,000333,3055967894
2025-07-25T00:00:00+08:00,000333,3116906812
2025-07-28T00:00:00+08:00,000333,3256431840
2025-07-29T00:00:00+08:00,000333,3355037385
2025-07-30T00:00:00+08:00,000333,3240022730
2025-07-31T00:00:00+08:00,000333,3519105245
2025-08-01T00:00:00+08:00,000333,3486860783
2025-08-04T00:00:00+08:00,000333,3484372819
2025-08-05T00:00:00+08:00,000333,3424513894
2025-08-06T00:00:00+08:00,000333,3377071432
2025-08-07T00:00:00+08:00,000333,3355784762
2025-08-08T00:00:00+08:00,000333,3365439605
2025-08-11T00:00:00+08:00,000333,3356961434
2025-08-12T00:00:00+08:00,000333,3337508285
2025-08-13T00:00:00+08:00,000333,3343199407
2025-08-14T00:00:00+08:00,000333,3278552492
2025-08-15T00:00:00+08:00,000333,3330299940
2025-08-18T00:00:00+08:00,000333,3516169209
2025-08-19T00:00:00+08:00,000333,3471108394
2025-08-20T00:00:00+08:00,000333,3594220175
2025-08-21T00:00:00+08:00,000333,3646072354
2025-08-22T00:00:00+08:00,000333,3734722113
2025-08-25T00:00:00+08:00,000333,3742998119
2025-08-26T00:00:00+08:00,000333,3759542458
2025-08-27T00:00:00+08:00,000333,3910107730
2025-08-28T00:00:00+08:00,000333,4030335908
2025-08-29T00:00:00+08:00,000333,4107175310
2025-09-01T00:00:00+08:00,000333,4282334363
2025-09-02T00:00:00+08:00,000333,4034986543
2025-09-03T00:00:00+08:00,000333,4019445299
2025-09-04T00:00:00+08:00,000333,4030725425
2025-09-05T00:00:00+08:00,000333,4033697679
2025-09-08T00:00:00+08:00,000333,4204649080
2025-09-09T00:00:00+08:00,000333,4377025606
2025-09-10T00:00:00+08:00,000333,4434732976
2025-09-11T00:00:00+08:00,000333,4663453611
2025-09-12T00:00:00+08:00,000333,4647917962
2025-09-15T00:00:00+08:00,000333,4784026197
2025-09-16T00:00:00+08:00,000333,5057184059
2025-09-17T00:00:00+08:00,000333,5544435421
2025-09-18T00:00:00+08:00,000333,5354169718
2025-09-19T00:00:00+08:00,000333,5452687281
2025-09-22T00:00:00+08:00,000333,5797042826
2025-09-23T00:00:00+08:00,000333,5821071590
2025-09-24T00:00:00+08:00,000333,5747163029
2025-09-25T00:00:00+08:00,000333,5934457011
2025-09-26T00:00:00+08:00,000333,5886305925
2025-09-29T00:00:00+08:00,000333,5839682024
2025-09-30T00:00:00+08:00,000333,6019427200
2025-10-09T00:00:00+08:00,000333,6147548312
2025-10-10T00:00:00+08:00,000333,6204941733
2025-10-13T00:00:00+08:00,000333,6265167138
2025-10-14T00:00:00+08:00,000333,6155547697
2025-10-15T00:00:00+08:00,000333,5970299096
2025-10-16T00:00:00+08:00,000333,5937034608
2025-10-17T00:00:00+08:00,000333,5882153401
2025-10-20T00:00:00+08:00,000333,5893387049
2025-10-21T00:00:00+08:00,000333,5871710763
2025-10-22T00:00:00+08:00,000333,5800070258
