date,stockCode,PE-TTM
2025-06-20T00:00:00+08:00,002475,17.2681
2025-06-23T00:00:00+08:00,002475,17.2577
2025-06-24T00:00:00+08:00,002475,17.2785
2025-06-25T00:00:00+08:00,002475,17.2837
2025-06-26T00:00:00+08:00,002475,17.1433
2025-06-27T00:00:00+08:00,002475,17.6113
2025-06-30T00:00:00+08:00,002475,18.0476
2025-07-01T00:00:00+08:00,002475,18.058
2025-07-02T00:00:00+08:00,002475,17.647
2025-07-03T00:00:00+08:00,002475,18.6095
2025-07-04T00:00:00+08:00,002475,18.3597
2025-07-07T00:00:00+08:00,002475,18.0803
2025-07-08T00:00:00+08:00,002475,18.3977
2025-07-09T00:00:00+08:00,002475,18.3665
2025-07-10T00:00:00+08:00,002475,18.6059
2025-07-11T00:00:00+08:00,002475,18.6059
2025-07-14T00:00:00+08:00,002475,18.3977
2025-07-15T00:00:00+08:00,002475,19.1366
2025-07-16T00:00:00+08:00,002475,19.277
2025-07-17T00:00:00+08:00,002475,20.4997
2025-07-18T00:00:00+08:00,002475,20.1511
2025-07-21T00:00:00+08:00,002475,20.1147
2025-07-22T00:00:00+08:00,002475,19.8181
2025-07-23T00:00:00+08:00,002475,19.7505
2025-07-24T00:00:00+08:00,002475,19.7037
2025-07-25T00:00:00+08:00,002475,19.943
2025-07-28T00:00:00+08:00,002475,19.6464
2025-07-29T00:00:00+08:00,002475,19.5476
2025-07-30T00:00:00+08:00,002475,19.636
2025-07-31T00:00:00+08:00,002475,19.0585
2025-08-01T00:00:00+08:00,002475,19.0637
2025-08-04T00:00:00+08:00,002475,18.8556
2025-08-05T00:00:00+08:00,002475,18.9753
2025-08-06T00:00:00+08:00,002475,18.84
2025-08-07T00:00:00+08:00,002475,19.2614
2025-08-08T00:00:00+08:00,002475,18.9597
2025-08-11T00:00:00+08:00,002475,19.7765
2025-08-12T00:00:00+08:00,002475,19.8598
2025-08-13T00:00:00+08:00,002475,19.9534
2025-08-14T00:00:00+08:00,002475,20.0211
2025-08-15T00:00:00+08:00,002475,20.0783
2025-08-18T00:00:00+08:00,002475,20.5986
2025-08-19T00:00:00+08:00,002475,20.3436
2025-08-20T00:00:00+08:00,002475,20.8379
2025-08-21T00:00:00+08:00,002475,21.9514
2025-08-22T00:00:00+08:00,002475,22.2167
2025-08-25T00:00:00+08:00,002475,22.3468
2025-08-26T00:00:00+08:00,002475,22.6288
2025-08-27T00:00:00+08:00,002475,22.3211
2025-08-28T00:00:00+08:00,002475,22.8769
2025-08-29T00:00:00+08:00,002475,22.8174
2025-09-01T00:00:00+08:00,002475,22.465
2025-09-02T00:00:00+08:00,002475,21.7356
2025-09-03T00:00:00+08:00,002475,21.4477
2025-09-04T00:00:00+08:00,002475,22.0283
2025-09-05T00:00:00+08:00,002475,23.4228
2025-09-08T00:00:00+08:00,002475,24.6882
2025-09-09T00:00:00+08:00,002475,23.6759
2025-09-10T00:00:00+08:00,002475,23.8645
2025-09-11T00:00:00+08:00,002475,26.2514
2025-09-12T00:00:00+08:00,002475,26.1571
2025-09-15T00:00:00+08:00,002475,26.172
2025-09-16T00:00:00+08:00,002475,25.9983
2025-09-17T00:00:00+08:00,002475,25.8097
2025-09-18T00:00:00+08:00,002475,26.3556
2025-09-19T00:00:00+08:00,002475,27.497
2025-09-22T00:00:00+08:00,002475,30.2462
2025-09-23T00:00:00+08:00,002475,32.6033
2025-09-24T00:00:00+08:00,002475,34.8364
2025-09-25T00:00:00+08:00,002475,34.1119
2025-09-26T00:00:00+08:00,002475,31.8838
2025-09-29T00:00:00+08:00,002475,32.1567
2025-09-30T00:00:00+08:00,002475,32.234
2025-10-09T00:00:00+08:00,002475,32.538
2025-10-10T00:00:00+08:00,002475,30.2957
2025-10-13T00:00:00+08:00,002475,28.7759
2025-10-14T00:00:00+08:00,002475,27.4106
2025-10-15T00:00:00+08:00,002475,29.0002
2025-10-16T00:00:00+08:00,002475,29.4984
2025-10-17T00:00:00+08:00,002475,27.6498
2025-10-20T00:00:00+08:00,002475,28.477
2025-10-21T00:00:00+08:00,002475,30.4701
2025-10-22T00:00:00+08:00,002475,29.9519
2025-10-23T00:00:00+08:00,002475,29.9668
2025-10-24T00:00:00+08:00,002475,31.8454
2025-10-27T00:00:00+08:00,002475,32.5878
2025-10-28T00:00:00+08:00,002475,32.2191
2025-10-29T00:00:00+08:00,002475,33.5246
2025-10-30T00:00:00+08:00,002475,32.4084
2025-10-31T00:00:00+08:00,002475,29.0186
2025-11-03T00:00:00+08:00,002475,28.9817
2025-11-04T00:00:00+08:00,002475,27.8854
2025-11-05T00:00:00+08:00,002475,28.0881
2025-11-06T00:00:00+08:00,002475,28.4013
2025-11-07T00:00:00+08:00,002475,27.5907
2025-11-10T00:00:00+08:00,002475,26.8997
2025-11-11T00:00:00+08:00,002475,26.02
2025-11-12T00:00:00+08:00,002475,26.6096
2025-11-13T00:00:00+08:00,002475,26.4299
2025-11-14T00:00:00+08:00,002475,26.0292
2025-11-17T00:00:00+08:00,002475,26.0476
2025-11-18T00:00:00+08:00,002475,26.0752
2025-11-19T00:00:00+08:00,002475,26.1397
2025-11-20T00:00:00+08:00,002475,25.6791
2025-11-21T00:00:00+08:00,002475,24.3433
2025-11-24T00:00:00+08:00,002475,24.5276
2025-11-25T00:00:00+08:00,002475,25.6561
2025-11-26T00:00:00+08:00,002475,26.5312
2025-11-27T00:00:00+08:00,002475,26.2365
2025-11-28T00:00:00+08:00,002475,26.6142
2025-12-01T00:00:00+08:00,002475,26.9965
2025-12-02T00:00:00+08:00,002475,27.6367
2025-12-03T00:00:00+08:00,002475,27.0932
2025-12-04T00:00:00+08:00,002475,27.4663
2025-12-05T00:00:00+08:00,002475,27.2913
2025-12-08T00:00:00+08:00,002475,27.6736
2025-12-09T00:00:00+08:00,002475,27.9131
2025-12-10T00:00:00+08:00,002475,27.4202
2025-12-11T00:00:00+08:00,002475,26.8306
2025-12-12T00:00:00+08:00,002475,27.8117
2025-12-15T00:00:00+08:00,002475,26.4207
2025-12-16T00:00:00+08:00,002475,26.4069
2025-12-17T00:00:00+08:00,002475,27.0195
2025-12-18T00:00:00+08:00,002475,26.2457
2025-12-19T00:00:00+08:00,002475,26.1535
2025-12-22T00:00:00+08:00,002475,26.5911
2025-12-23T00:00:00+08:00,002475,26.7385
2025-12-24T00:00:00+08:00,002475,27.3097
2025-12-25T00:00:00+08:00,002475,27.3742
2025-12-26T00:00:00+08:00,002475,26.8997
2025-12-29T00:00:00+08:00,002475,26.8168
2025-12-30T00:00:00+08:00,002475,26.7477
2025-12-31T00:00:00+08:00,002475,26.1357
2026-01-05T00:00:00+08:00,002475,26.9837
2026-01-06T00:00:00+08:00,002475,27.2925
2026-01-07T00:00:00+08:00,002475,26.5228
2026-01-08T00:00:00+08:00,002475,25.4214
2026-01-09T00:00:00+08:00,002475,25.6472
2026-01-12T00:00:00+08:00,002475,25.5458
2026-01-13T00:00:00+08:00,002475,25.1541
2026-01-14T00:00:00+08:00,002475,24.6932
2026-01-15T00:00:00+08:00,002475,26.4399
2026-01-16T00:00:00+08:00,002475,26.7671
2026-01-19T00:00:00+08:00,002475,26.6657
2026-01-20T00:00:00+08:00,002475,26.4814
2026-01-21T00:00:00+08:00,002475,26.297
2026-01-22T00:00:00+08:00,002475,25.9974
2026-01-23T00:00:00+08:00,002475,25.5781
2026-01-26T00:00:00+08:00,002475,24.9282
2026-01-27T00:00:00+08:00,002475,24.7577
2026-01-28T00:00:00+08:00,002475,24.5549
2026-01-29T00:00:00+08:00,002475,23.9143
2026-01-30T00:00:00+08:00,002475,23.8222
2026-02-02T00:00:00+08:00,002475,24.0664
2026-02-03T00:00:00+08:00,002475,24.177
2026-02-04T00:00:00+08:00,002475,23.9189
2026-02-05T00:00:00+08:00,002475,23.8273
2026-02-06T00:00:00+08:00,002475,23.583
2026-02-09T00:00:00+08:00,002475,23.8365
2026-02-10T00:00:00+08:00,002475,23.8227
2026-02-11T00:00:00+08:00,002475,23.5738
2026-02-12T00:00:00+08:00,002475,23.242
2026-02-13T00:00:00+08:00,002475,23.4125
2026-02-24T00:00:00+08:00,002475,23.3342
2026-02-25T00:00:00+08:00,002475,23.772
2026-02-26T00:00:00+08:00,002475,23.5784
2026-02-27T00:00:00+08:00,002475,23.1452
2026-03-02T00:00:00+08:00,002475,22.6336
2026-03-03T00:00:00+08:00,002475,21.8409
2026-03-04T00:00:00+08:00,002475,21.3293
2026-03-05T00:00:00+08:00,002475,21.6612
2026-03-06T00:00:00+08:00,002475,21.7994
2026-03-09T00:00:00+08:00,002475,21.4307
2026-03-10T00:00:00+08:00,002475,22.7627
2026-03-11T00:00:00+08:00,002475,23.1222
2026-03-12T00:00:00+08:00,002475,22.9055
2026-03-13T00:00:00+08:00,002475,22.735
2026-03-16T00:00:00+08:00,002475,22.7028
2026-03-17T00:00:00+08:00,002475,22.9655
2026-03-18T00:00:00+08:00,002475,22.7396
2026-03-19T00:00:00+08:00,002475,22.1405
2026-03-20T00:00:00+08:00,002475,22.2234
2026-03-23T00:00:00+08:00,002475,21.3386
2026-03-24T00:00:00+08:00,002475,21.357
2026-03-25T00:00:00+08:00,002475,23.4909
2026-03-26T00:00:00+08:00,002475,23.1314
2026-03-27T00:00:00+08:00,002475,23.3249
2026-03-30T00:00:00+08:00,002475,22.4723
2026-03-31T00:00:00+08:00,002475,22.7028
2026-04-01T00:00:00+08:00,002475,23.2282
2026-04-02T00:00:00+08:00,002475,22.9931
2026-04-03T00:00:00+08:00,002475,22.4908
2026-04-07T00:00:00+08:00,002475,22.3018
2026-04-08T00:00:00+08:00,002475,24.09
2026-04-09T00:00:00+08:00,002475,25.3897
2026-04-10T00:00:00+08:00,002475,26.8138
2026-04-13T00:00:00+08:00,002475,27.0073
2026-04-14T00:00:00+08:00,002475,27.2562
2026-04-15T00:00:00+08:00,002475,25.7998
2026-04-16T00:00:00+08:00,002475,26.5328
