date,stockCode,公司收益率
2025-07-17T00:00:00+08:00,000333,0.1213
2025-07-18T00:00:00+08:00,000333,0.1208
2025-07-21T00:00:00+08:00,000333,0.1214
2025-07-22T00:00:00+08:00,000333,0.1198
2025-07-23T00:00:00+08:00,000333,0.1191
2025-07-24T00:00:00+08:00,000333,0.119
2025-07-25T00:00:00+08:00,000333,0.1208
2025-07-28T00:00:00+08:00,000333,0.1228
2025-07-29T00:00:00+08:00,000333,0.1246
2025-07-30T00:00:00+08:00,000333,0.1224
2025-07-31T00:00:00+08:00,000333,0.1274
2025-08-01T00:00:00+08:00,000333,0.1258
2025-08-04T00:00:00+08:00,000333,0.1254
2025-08-05T00:00:00+08:00,000333,0.1243
2025-08-06T00:00:00+08:00,000333,0.1235
2025-08-07T00:00:00+08:00,000333,0.124
2025-08-08T00:00:00+08:00,000333,0.1238
2025-08-11T00:00:00+08:00,000333,0.1233
2025-08-12T00:00:00+08:00,000333,0.1229
2025-08-13T00:00:00+08:00,000333,0.1231
2025-08-14T00:00:00+08:00,000333,0.1219
2025-08-15T00:00:00+08:00,000333,0.1219
2025-08-18T00:00:00+08:00,000333,0.1231
2025-08-19T00:00:00+08:00,000333,0.121
2025-08-20T00:00:00+08:00,000333,0.1221
2025-08-21T00:00:00+08:00,000333,0.1229
2025-08-22T00:00:00+08:00,000333,0.1225
2025-08-25T00:00:00+08:00,000333,0.119
2025-08-26T00:00:00+08:00,000333,0.1183
2025-08-27T00:00:00+08:00,000333,0.1209
2025-08-28T00:00:00+08:00,000333,0.119
2025-08-29T00:00:00+08:00,000333,0.1185
2025-09-01T00:00:00+08:00,000333,0.115
2025-09-02T00:00:00+08:00,000333,0.1106
2025-09-03T00:00:00+08:00,000333,0.1116
2025-09-04T00:00:00+08:00,000333,0.1117
2025-09-05T00:00:00+08:00,000333,0.1104
2025-09-08T00:00:00+08:00,000333,0.1089
2025-09-09T00:00:00+08:00,000333,0.1086
2025-09-10T00:00:00+08:00,000333,0.1089
2025-09-11T00:00:00+08:00,000333,0.1089
2025-09-12T00:00:00+08:00,000333,0.1117
2025-09-15T00:00:00+08:00,000333,0.1126
2025-09-16T00:00:00+08:00,000333,0.114
2025-09-17T00:00:00+08:00,000333,0.1143
2025-09-18T00:00:00+08:00,000333,0.1156
2025-09-19T00:00:00+08:00,000333,0.1143
2025-09-22T00:00:00+08:00,000333,0.1166
2025-09-23T00:00:00+08:00,000333,0.116
2025-09-24T00:00:00+08:00,000333,0.1148
2025-09-25T00:00:00+08:00,000333,0.1176
2025-09-26T00:00:00+08:00,000333,0.1146
2025-09-29T00:00:00+08:00,000333,0.1156
2025-09-30T00:00:00+08:00,000333,0.118
2025-10-09T00:00:00+08:00,000333,0.1181
2025-10-10T00:00:00+08:00,000333,0.1176
2025-10-13T00:00:00+08:00,000333,0.1199
2025-10-14T00:00:00+08:00,000333,0.1181
2025-10-15T00:00:00+08:00,000333,0.1174
2025-10-16T00:00:00+08:00,000333,0.1168
2025-10-17T00:00:00+08:00,000333,0.1177
2025-10-20T00:00:00+08:00,000333,0.1175
2025-10-21T00:00:00+08:00,000333,0.1174
2025-10-22T00:00:00+08:00,000333,0.1153
2025-10-23T00:00:00+08:00,000333,0.1131
2025-10-24T00:00:00+08:00,000333,0.1137
2025-10-27T00:00:00+08:00,000333,0.1132
2025-10-28T00:00:00+08:00,000333,0.1142
2025-10-29T00:00:00+08:00,000333,0.1142
2025-10-30T00:00:00+08:00,000333,0.123
2025-10-31T00:00:00+08:00,000333,0.1206
2025-11-03T00:00:00+08:00,000333,0.1228
2025-11-04T00:00:00+08:00,000333,0.1233
2025-11-05T00:00:00+08:00,000333,0.1216
2025-11-06T00:00:00+08:00,000333,0.1193
2025-11-07T00:00:00+08:00,000333,0.121
2025-11-10T00:00:00+08:00,000333,0.1187
2025-11-11T00:00:00+08:00,000333,0.1189
2025-11-12T00:00:00+08:00,000333,0.1142
2025-11-13T00:00:00+08:00,000333,0.114
2025-11-14T00:00:00+08:00,000333,0.1147
2025-11-17T00:00:00+08:00,000333,0.1163
2025-11-18T00:00:00+08:00,000333,0.1183
2025-11-19T00:00:00+08:00,000333,0.1183
2025-11-20T00:00:00+08:00,000333,0.1172
2025-11-21T00:00:00+08:00,000333,0.1156
2025-11-24T00:00:00+08:00,000333,0.116
2025-11-25T00:00:00+08:00,000333,0.1157
2025-11-26T00:00:00+08:00,000333,0.1136
2025-11-27T00:00:00+08:00,000333,0.1136
2025-11-28T00:00:00+08:00,000333,0.1135
2025-12-01T00:00:00+08:00,000333,0.1133
2025-12-02T00:00:00+08:00,000333,0.1104
2025-12-03T00:00:00+08:00,000333,0.1094
2025-12-04T00:00:00+08:00,000333,0.1099
2025-12-05T00:00:00+08:00,000333,0.1093
2025-12-08T00:00:00+08:00,000333,0.11
2025-12-09T00:00:00+08:00,000333,0.1128
2025-12-10T00:00:00+08:00,000333,0.113
2025-12-11T00:00:00+08:00,000333,0.1145
2025-12-12T00:00:00+08:00,000333,0.1144
2025-12-15T00:00:00+08:00,000333,0.1124
2025-12-16T00:00:00+08:00,000333,0.1132
2025-12-17T00:00:00+08:00,000333,0.1123
2025-12-18T00:00:00+08:00,000333,0.1135
2025-12-19T00:00:00+08:00,000333,0.116
2025-12-22T00:00:00+08:00,000333,0.1166
2025-12-23T00:00:00+08:00,000333,0.1156
2025-12-24T00:00:00+08:00,000333,0.1173
2025-12-25T00:00:00+08:00,000333,0.1177
2025-12-26T00:00:00+08:00,000333,0.1171
2025-12-29T00:00:00+08:00,000333,0.1181
2025-12-30T00:00:00+08:00,000333,0.1172
2025-12-31T00:00:00+08:00,000333,0.1186
2026-01-05T00:00:00+08:00,000333,0.1175
2026-01-06T00:00:00+08:00,000333,0.1172
2026-01-07T00:00:00+08:00,000333,0.1162
2026-01-08T00:00:00+08:00,000333,0.1168
2026-01-09T00:00:00+08:00,000333,0.1154
2026-01-12T00:00:00+08:00,000333,0.1176
2026-01-13T00:00:00+08:00,000333,0.1226
2026-01-14T00:00:00+08:00,000333,0.1206
2026-01-15T00:00:00+08:00,000333,0.1205
2026-01-16T00:00:00+08:00,000333,0.1203
2026-01-19T00:00:00+08:00,000333,0.1197
2026-01-20T00:00:00+08:00,000333,0.1169
2026-01-21T00:00:00+08:00,000333,0.1193
2026-01-22T00:00:00+08:00,000333,0.1199
2026-01-23T00:00:00+08:00,000333,0.1214
2026-01-26T00:00:00+08:00,000333,0.1223
2026-01-27T00:00:00+08:00,000333,0.1229
2026-01-28T00:00:00+08:00,000333,0.1245
2026-01-29T00:00:00+08:00,000333,0.1191
2026-01-30T00:00:00+08:00,000333,0.1197
2026-02-02T00:00:00+08:00,000333,0.1192
2026-02-03T00:00:00+08:00,000333,0.1191
2026-02-04T00:00:00+08:00,000333,0.1153
2026-02-05T00:00:00+08:00,000333,0.1141
2026-02-06T00:00:00+08:00,000333,0.1159
2026-02-09T00:00:00+08:00,000333,0.1166
2026-02-10T00:00:00+08:00,000333,0.1146
2026-02-11T00:00:00+08:00,000333,0.1156
2026-02-12T00:00:00+08:00,000333,0.1154
2026-02-13T00:00:00+08:00,000333,0.1168
2026-02-24T00:00:00+08:00,000333,0.1159
2026-02-25T00:00:00+08:00,000333,0.1156
2026-02-26T00:00:00+08:00,000333,0.1055
2026-02-27T00:00:00+08:00,000333,0.1066
2026-03-02T00:00:00+08:00,000333,0.1087
2026-03-03T00:00:00+08:00,000333,0.1104
2026-03-04T00:00:00+08:00,000333,0.1112
2026-03-05T00:00:00+08:00,000333,0.111
2026-03-06T00:00:00+08:00,000333,0.1105
2026-03-09T00:00:00+08:00,000333,0.1127
2026-03-10T00:00:00+08:00,000333,0.1104
2026-03-11T00:00:00+08:00,000333,0.1089
2026-03-12T00:00:00+08:00,000333,0.1088
2026-03-13T00:00:00+08:00,000333,0.1099
2026-03-16T00:00:00+08:00,000333,0.1103
2026-03-17T00:00:00+08:00,000333,0.1104
2026-03-18T00:00:00+08:00,000333,0.1095
2026-03-19T00:00:00+08:00,000333,0.1115
2026-03-20T00:00:00+08:00,000333,0.1133
2026-03-23T00:00:00+08:00,000333,0.1169
2026-03-24T00:00:00+08:00,000333,0.1151
2026-03-25T00:00:00+08:00,000333,0.1139
2026-03-26T00:00:00+08:00,000333,0.1149
2026-03-27T00:00:00+08:00,000333,0.114
2026-03-30T00:00:00+08:00,000333,0.1197
2026-03-31T00:00:00+08:00,000333,0.097
2026-04-01T00:00:00+08:00,000333,0.0962
2026-04-02T00:00:00+08:00,000333,0.0955
2026-04-03T00:00:00+08:00,000333,0.097
2026-04-07T00:00:00+08:00,000333,0.0973
2026-04-08T00:00:00+08:00,000333,0.0964
2026-04-09T00:00:00+08:00,000333,0.0967
2026-04-10T00:00:00+08:00,000333,0.0969
2026-04-13T00:00:00+08:00,000333,0.0979
2026-04-14T00:00:00+08:00,000333,0.0967
2026-04-15T00:00:00+08:00,000333,0.0953
2026-04-16T00:00:00+08:00,000333,0.0947
