date,stockCode,成交金额
2025-04-16T00:00:00+08:00,002475,5385566086
2025-04-17T00:00:00+08:00,002475,2967875217
2025-04-18T00:00:00+08:00,002475,2961451144
2025-04-21T00:00:00+08:00,002475,3632231354
2025-04-22T00:00:00+08:00,002475,3139583730
2025-04-23T00:00:00+08:00,002475,6343222065
2025-04-24T00:00:00+08:00,002475,3333508538
2025-04-25T00:00:00+08:00,002475,5144752380
2025-04-28T00:00:00+08:00,002475,3151247228
2025-04-29T00:00:00+08:00,002475,2716087535
2025-04-30T00:00:00+08:00,002475,3812272579
2025-05-06T00:00:00+08:00,002475,4326017981
2025-05-07T00:00:00+08:00,002475,5223223649
2025-05-08T00:00:00+08:00,002475,6843239366
2025-05-09T00:00:00+08:00,002475,4206692095
2025-05-12T00:00:00+08:00,002475,9200878069
2025-05-13T00:00:00+08:00,002475,9870473584
2025-05-14T00:00:00+08:00,002475,6094580543
2025-05-15T00:00:00+08:00,002475,3927343841
2025-05-16T00:00:00+08:00,002475,2734254058
2025-05-19T00:00:00+08:00,002475,3296746780
2025-05-20T00:00:00+08:00,002475,3077663929
2025-05-21T00:00:00+08:00,002475,3086281303
2025-05-22T00:00:00+08:00,002475,2161876192
2025-05-23T00:00:00+08:00,002475,2970257974
2025-05-26T00:00:00+08:00,002475,3404917098
2025-05-27T00:00:00+08:00,002475,3027491578
2025-05-28T00:00:00+08:00,002475,2024475646
2025-05-29T00:00:00+08:00,002475,4661225819
2025-05-30T00:00:00+08:00,002475,3382102389
2025-06-03T00:00:00+08:00,002475,1789426646
2025-06-04T00:00:00+08:00,002475,2579308768
2025-06-05T00:00:00+08:00,002475,4455372111
2025-06-06T00:00:00+08:00,002475,2672851415
2025-06-09T00:00:00+08:00,002475,3058275405
2025-06-10T00:00:00+08:00,002475,3810618393
2025-06-11T00:00:00+08:00,002475,3179019577
2025-06-12T00:00:00+08:00,002475,2291824378
2025-06-13T00:00:00+08:00,002475,2517333047
2025-06-16T00:00:00+08:00,002475,3052267761
2025-06-17T00:00:00+08:00,002475,4998428887
2025-06-18T00:00:00+08:00,002475,3886671308
2025-06-19T00:00:00+08:00,002475,3497212070
2025-06-20T00:00:00+08:00,002475,3949672870
2025-06-23T00:00:00+08:00,002475,3121733432
2025-06-24T00:00:00+08:00,002475,3337390355
2025-06-25T00:00:00+08:00,002475,3460741468
2025-06-26T00:00:00+08:00,002475,2786154335
2025-06-27T00:00:00+08:00,002475,5218421989
2025-06-30T00:00:00+08:00,002475,4377077239
2025-07-01T00:00:00+08:00,002475,2703071305
2025-07-02T00:00:00+08:00,002475,2419827416
2025-07-03T00:00:00+08:00,002475,6774927117
2025-07-04T00:00:00+08:00,002475,3057264304
2025-07-07T00:00:00+08:00,002475,3056920478
2025-07-08T00:00:00+08:00,002475,3118524498
2025-07-09T00:00:00+08:00,002475,2998487616
2025-07-10T00:00:00+08:00,002475,2982205576
2025-07-11T00:00:00+08:00,002475,2870070347
2025-07-14T00:00:00+08:00,002475,1789863007
2025-07-15T00:00:00+08:00,002475,5279131620
2025-07-16T00:00:00+08:00,002475,4422970732
2025-07-17T00:00:00+08:00,002475,6562532358
2025-07-18T00:00:00+08:00,002475,5315102285
2025-07-21T00:00:00+08:00,002475,3932374605
2025-07-22T00:00:00+08:00,002475,3481265540
2025-07-23T00:00:00+08:00,002475,2601928803
2025-07-24T00:00:00+08:00,002475,3684466150
2025-07-25T00:00:00+08:00,002475,3137604862
2025-07-28T00:00:00+08:00,002475,3540657759
2025-07-29T00:00:00+08:00,002475,3548773907
2025-07-30T00:00:00+08:00,002475,3487636329
2025-07-31T00:00:00+08:00,002475,3740230941
2025-08-01T00:00:00+08:00,002475,2757967414
2025-08-04T00:00:00+08:00,002475,2891254070
2025-08-05T00:00:00+08:00,002475,2069672759
2025-08-06T00:00:00+08:00,002475,2310885966
2025-08-07T00:00:00+08:00,002475,6922956076
2025-08-08T00:00:00+08:00,002475,2722198489
2025-08-11T00:00:00+08:00,002475,5351015630
2025-08-12T00:00:00+08:00,002475,2921966268
2025-08-13T00:00:00+08:00,002475,4068295554
2025-08-14T00:00:00+08:00,002475,3779698853
2025-08-15T00:00:00+08:00,002475,3363990014
2025-08-18T00:00:00+08:00,002475,6098343355
2025-08-19T00:00:00+08:00,002475,4259042373
2025-08-20T00:00:00+08:00,002475,5282232776
2025-08-21T00:00:00+08:00,002475,8301490958
2025-08-22T00:00:00+08:00,002475,5900362776
2025-08-25T00:00:00+08:00,002475,6570702104
2025-08-26T00:00:00+08:00,002475,10000629712
2025-08-27T00:00:00+08:00,002475,9278340405
2025-08-28T00:00:00+08:00,002475,7484800174
2025-08-29T00:00:00+08:00,002475,7971168566
2025-09-01T00:00:00+08:00,002475,6401671200
2025-09-02T00:00:00+08:00,002475,6557335183
2025-09-03T00:00:00+08:00,002475,4402641695
2025-09-04T00:00:00+08:00,002475,8941490727
2025-09-05T00:00:00+08:00,002475,10489291676
2025-09-08T00:00:00+08:00,002475,14557101684
2025-09-09T00:00:00+08:00,002475,9103502528
2025-09-10T00:00:00+08:00,002475,9549391987
2025-09-11T00:00:00+08:00,002475,14306453448
2025-09-12T00:00:00+08:00,002475,23093057572
2025-09-15T00:00:00+08:00,002475,13237384439
2025-09-16T00:00:00+08:00,002475,10610989503
2025-09-17T00:00:00+08:00,002475,10192389842
2025-09-18T00:00:00+08:00,002475,16692440412
2025-09-19T00:00:00+08:00,002475,17827566857
2025-09-22T00:00:00+08:00,002475,5501600825
2025-09-23T00:00:00+08:00,002475,36353840908
2025-09-24T00:00:00+08:00,002475,29906689611
