date,stockCode,成交金额
2025-08-27T00:00:00+08:00,000333,3605612810
2025-08-28T00:00:00+08:00,000333,3171280839
2025-08-29T00:00:00+08:00,000333,4210933505
2025-09-01T00:00:00+08:00,000333,5792738594
2025-09-02T00:00:00+08:00,000333,6106472167
2025-09-03T00:00:00+08:00,000333,3826685200
2025-09-04T00:00:00+08:00,000333,3328858300
2025-09-05T00:00:00+08:00,000333,3530971109
2025-09-08T00:00:00+08:00,000333,4245832273
2025-09-09T00:00:00+08:00,000333,2947171767
2025-09-10T00:00:00+08:00,000333,2087580321
2025-09-11T00:00:00+08:00,000333,3515566425
2025-09-12T00:00:00+08:00,000333,4507931249
2025-09-15T00:00:00+08:00,000333,3614905666
2025-09-16T00:00:00+08:00,000333,3396155196
2025-09-17T00:00:00+08:00,000333,4303710294
2025-09-18T00:00:00+08:00,000333,4452255641
2025-09-19T00:00:00+08:00,000333,2879645243
2025-09-22T00:00:00+08:00,000333,3520814681
2025-09-23T00:00:00+08:00,000333,3082692695
2025-09-24T00:00:00+08:00,000333,2260146501
2025-09-25T00:00:00+08:00,000333,3487388578
2025-09-26T00:00:00+08:00,000333,3524465566
2025-09-29T00:00:00+08:00,000333,3431995413
2025-09-30T00:00:00+08:00,000333,3690464285
2025-10-09T00:00:00+08:00,000333,4446685218
2025-10-10T00:00:00+08:00,000333,3168138019
2025-10-13T00:00:00+08:00,000333,3450611700
2025-10-14T00:00:00+08:00,000333,3767793739
2025-10-15T00:00:00+08:00,000333,2753955979
2025-10-16T00:00:00+08:00,000333,2535057433
2025-10-17T00:00:00+08:00,000333,2017092907
2025-10-20T00:00:00+08:00,000333,2166679568
2025-10-21T00:00:00+08:00,000333,2070032731
2025-10-22T00:00:00+08:00,000333,2894112406
2025-10-23T00:00:00+08:00,000333,2588236881
2025-10-24T00:00:00+08:00,000333,1829626026
2025-10-27T00:00:00+08:00,000333,2552508383
2025-10-28T00:00:00+08:00,000333,1740011912
2025-10-29T00:00:00+08:00,000333,2025139821
2025-10-30T00:00:00+08:00,000333,3777679276
2025-10-31T00:00:00+08:00,000333,3888018216
2025-11-03T00:00:00+08:00,000333,2132026191
2025-11-04T00:00:00+08:00,000333,2282008180
2025-11-05T00:00:00+08:00,000333,2015978787
2025-11-06T00:00:00+08:00,000333,2732619897
2025-11-07T00:00:00+08:00,000333,2021807280
2025-11-10T00:00:00+08:00,000333,3010493959
2025-11-11T00:00:00+08:00,000333,1755331384
2025-11-12T00:00:00+08:00,000333,5857421168
2025-11-13T00:00:00+08:00,000333,2639881174
2025-11-14T00:00:00+08:00,000333,2181244560
2025-11-17T00:00:00+08:00,000333,2050426784
2025-11-18T00:00:00+08:00,000333,1833005280
2025-11-19T00:00:00+08:00,000333,1661622968
2025-11-20T00:00:00+08:00,000333,2050174663
2025-11-21T00:00:00+08:00,000333,3442968265
2025-11-24T00:00:00+08:00,000333,2903024266
2025-11-25T00:00:00+08:00,000333,2280195509
2025-11-26T00:00:00+08:00,000333,2538706360
2025-11-27T00:00:00+08:00,000333,2524590682
2025-11-28T00:00:00+08:00,000333,1445017043
2025-12-01T00:00:00+08:00,000333,2419268736
2025-12-02T00:00:00+08:00,000333,3071966512
2025-12-03T00:00:00+08:00,000333,3038100689
2025-12-04T00:00:00+08:00,000333,2377656054
2025-12-05T00:00:00+08:00,000333,2020996778
2025-12-08T00:00:00+08:00,000333,2235419968
2025-12-09T00:00:00+08:00,000333,2872571867
2025-12-10T00:00:00+08:00,000333,1970629706
2025-12-11T00:00:00+08:00,000333,2178536617
2025-12-12T00:00:00+08:00,000333,2615339990
2025-12-15T00:00:00+08:00,000333,2945959175
2025-12-16T00:00:00+08:00,000333,1718619061
2025-12-17T00:00:00+08:00,000333,1850597016
2025-12-18T00:00:00+08:00,000333,1710070019
2025-12-19T00:00:00+08:00,000333,2205368624
2025-12-22T00:00:00+08:00,000333,1941379877
2025-12-23T00:00:00+08:00,000333,2029842282
2025-12-24T00:00:00+08:00,000333,1715476084
2025-12-25T00:00:00+08:00,000333,1780124525
2025-12-26T00:00:00+08:00,000333,1688269460
2025-12-29T00:00:00+08:00,000333,2026008965
2025-12-30T00:00:00+08:00,000333,1681118068
2025-12-31T00:00:00+08:00,000333,2256598466
2026-01-05T00:00:00+08:00,000333,3501427582
2026-01-06T00:00:00+08:00,000333,3572813822
2026-01-07T00:00:00+08:00,000333,3173707530
2026-01-08T00:00:00+08:00,000333,2464225429
2026-01-09T00:00:00+08:00,000333,2719435078
2026-01-12T00:00:00+08:00,000333,4117420887
2026-01-13T00:00:00+08:00,000333,7277543658
2026-01-14T00:00:00+08:00,000333,4151813691
2026-01-15T00:00:00+08:00,000333,2794124458
2026-01-16T00:00:00+08:00,000333,2882035811
2026-01-19T00:00:00+08:00,000333,2609235772
2026-01-20T00:00:00+08:00,000333,3580248041
2026-01-21T00:00:00+08:00,000333,2881638098
2026-01-22T00:00:00+08:00,000333,2673285096
2026-01-23T00:00:00+08:00,000333,2879013288
2026-01-26T00:00:00+08:00,000333,3631661682
2026-01-27T00:00:00+08:00,000333,2493849777
2026-01-28T00:00:00+08:00,000333,4759175492
2026-01-29T00:00:00+08:00,000333,4784027398
2026-01-30T00:00:00+08:00,000333,4168550768
2026-02-02T00:00:00+08:00,000333,2696447814
2026-02-03T00:00:00+08:00,000333,2691523350
2026-02-04T00:00:00+08:00,000333,3080223023
2026-02-05T00:00:00+08:00,000333,3456314703
2026-02-06T00:00:00+08:00,000333,2494058799
2026-02-09T00:00:00+08:00,000333,2637206616
2026-02-10T00:00:00+08:00,000333,2442130413
2026-02-11T00:00:00+08:00,000333,1581382077
2026-02-12T00:00:00+08:00,000333,1505278311
2026-02-13T00:00:00+08:00,000333,2024367758
2026-02-24T00:00:00+08:00,000333,2020103221
2026-02-25T00:00:00+08:00,000333,2280423704
2026-02-26T00:00:00+08:00,000333,2011764284
2026-02-27T00:00:00+08:00,000333,1590463838
2026-03-02T00:00:00+08:00,000333,2126756401
2026-03-03T00:00:00+08:00,000333,2219134173
2026-03-04T00:00:00+08:00,000333,2165428071
2026-03-05T00:00:00+08:00,000333,1505981136
2026-03-06T00:00:00+08:00,000333,1576695274
2026-03-09T00:00:00+08:00,000333,1958550801
2026-03-10T00:00:00+08:00,000333,1598535440
2026-03-11T00:00:00+08:00,000333,1941618421
2026-03-12T00:00:00+08:00,000333,1493891519
2026-03-13T00:00:00+08:00,000333,1443018566
2026-03-16T00:00:00+08:00,000333,1570261577
2026-03-17T00:00:00+08:00,000333,1649202285
2026-03-18T00:00:00+08:00,000333,1544837048
2026-03-19T00:00:00+08:00,000333,1777663109
2026-03-20T00:00:00+08:00,000333,1657477564
2026-03-23T00:00:00+08:00,000333,3377621418
2026-03-24T00:00:00+08:00,000333,1968463615
2026-03-25T00:00:00+08:00,000333,1376467588
2026-03-26T00:00:00+08:00,000333,1325335069
2026-03-27T00:00:00+08:00,000333,2367294087
2026-03-30T00:00:00+08:00,000333,3304801590
2026-03-31T00:00:00+08:00,000333,5310077352
2026-04-01T00:00:00+08:00,000333,2100652578
2026-04-02T00:00:00+08:00,000333,2523387318
2026-04-03T00:00:00+08:00,000333,1325461933
2026-04-07T00:00:00+08:00,000333,1246113300
2026-04-08T00:00:00+08:00,000333,2200099879
2026-04-09T00:00:00+08:00,000333,1796387351
2026-04-10T00:00:00+08:00,000333,1971065632
2026-04-13T00:00:00+08:00,000333,1384781818
2026-04-14T00:00:00+08:00,000333,1489302845
2026-04-15T00:00:00+08:00,000333,2461286853
2026-04-16T00:00:00+08:00,000333,1853913748
