date,stockCode,融资余额
2025-04-16T00:00:00+08:00,002475,3617311754
2025-04-17T00:00:00+08:00,002475,3597257503
2025-04-18T00:00:00+08:00,002475,3640851334
2025-04-21T00:00:00+08:00,002475,3586183656
2025-04-22T00:00:00+08:00,002475,3580150620
2025-04-23T00:00:00+08:00,002475,3430615501
2025-04-24T00:00:00+08:00,002475,3468349276
2025-04-25T00:00:00+08:00,002475,3325195944
2025-04-28T00:00:00+08:00,002475,3409741415
2025-04-29T00:00:00+08:00,002475,3466894691
2025-04-30T00:00:00+08:00,002475,3439845798
2025-05-06T00:00:00+08:00,002475,3667466727
2025-05-07T00:00:00+08:00,002475,3776888130
2025-05-08T00:00:00+08:00,002475,3815648778
2025-05-09T00:00:00+08:00,002475,3742911335
2025-05-12T00:00:00+08:00,002475,3867923424
2025-05-13T00:00:00+08:00,002475,4089356259
2025-05-14T00:00:00+08:00,002475,4069975893
2025-05-15T00:00:00+08:00,002475,4073223030
2025-05-16T00:00:00+08:00,002475,4089501331
2025-05-19T00:00:00+08:00,002475,4135856663
2025-05-20T00:00:00+08:00,002475,4087353192
2025-05-21T00:00:00+08:00,002475,4128083985
2025-05-22T00:00:00+08:00,002475,4059912041
2025-05-23T00:00:00+08:00,002475,4087603743
2025-05-26T00:00:00+08:00,002475,3961988304
2025-05-27T00:00:00+08:00,002475,4044518959
2025-05-28T00:00:00+08:00,002475,4024226624
2025-05-29T00:00:00+08:00,002475,4036240620
2025-05-30T00:00:00+08:00,002475,4111843409
2025-06-03T00:00:00+08:00,002475,4105714416
2025-06-04T00:00:00+08:00,002475,4093173324
2025-06-05T00:00:00+08:00,002475,4125731617
2025-06-06T00:00:00+08:00,002475,4031547883
2025-06-09T00:00:00+08:00,002475,4037954707
2025-06-10T00:00:00+08:00,002475,4043477966
2025-06-11T00:00:00+08:00,002475,4092165952
2025-06-12T00:00:00+08:00,002475,4058999160
2025-06-13T00:00:00+08:00,002475,3923227811
2025-06-16T00:00:00+08:00,002475,3866555636
2025-06-17T00:00:00+08:00,002475,3717560634
2025-06-18T00:00:00+08:00,002475,3599299357
2025-06-19T00:00:00+08:00,002475,3514632874
2025-06-20T00:00:00+08:00,002475,3492453342
2025-06-23T00:00:00+08:00,002475,3521301477
