date,stockCode,融资余额
2025-06-24T00:00:00+08:00,002475,3505364654
2025-06-25T00:00:00+08:00,002475,3432073354
2025-06-26T00:00:00+08:00,002475,3446962181
2025-06-27T00:00:00+08:00,002475,3228337435
2025-06-30T00:00:00+08:00,002475,3137180593
2025-07-01T00:00:00+08:00,002475,3155351859
2025-07-02T00:00:00+08:00,002475,3192809529
2025-07-03T00:00:00+08:00,002475,3332634458
2025-07-04T00:00:00+08:00,002475,3138893574
2025-07-07T00:00:00+08:00,002475,3150376767
2025-07-08T00:00:00+08:00,002475,3168058648
2025-07-09T00:00:00+08:00,002475,3104756075
2025-07-10T00:00:00+08:00,002475,3256830890
2025-07-11T00:00:00+08:00,002475,3248026884
2025-07-14T00:00:00+08:00,002475,3226552591
2025-07-15T00:00:00+08:00,002475,3059044944
2025-07-16T00:00:00+08:00,002475,2950619591
2025-07-17T00:00:00+08:00,002475,2894108579
2025-07-18T00:00:00+08:00,002475,2815509886
2025-07-21T00:00:00+08:00,002475,2987077222
2025-07-22T00:00:00+08:00,002475,3072723419
2025-07-23T00:00:00+08:00,002475,2915406417
2025-07-24T00:00:00+08:00,002475,3039043185
2025-07-25T00:00:00+08:00,002475,3031423824
2025-07-28T00:00:00+08:00,002475,3028559542
2025-07-29T00:00:00+08:00,002475,2985213920
2025-07-30T00:00:00+08:00,002475,3065867938
2025-07-31T00:00:00+08:00,002475,3065019699
2025-08-01T00:00:00+08:00,002475,3020923572
2025-08-04T00:00:00+08:00,002475,3040252419
2025-08-05T00:00:00+08:00,002475,3030149248
2025-08-06T00:00:00+08:00,002475,3087105536
2025-08-07T00:00:00+08:00,002475,2878191051
2025-08-08T00:00:00+08:00,002475,2894721553
2025-08-11T00:00:00+08:00,002475,2745663985
2025-08-12T00:00:00+08:00,002475,2737221194
2025-08-13T00:00:00+08:00,002475,2697375343
2025-08-14T00:00:00+08:00,002475,2789935729
2025-08-15T00:00:00+08:00,002475,2711855294
2025-08-18T00:00:00+08:00,002475,2841650825
2025-08-19T00:00:00+08:00,002475,2900759405
2025-08-20T00:00:00+08:00,002475,2882920487
2025-08-21T00:00:00+08:00,002475,3050401015
2025-08-22T00:00:00+08:00,002475,3310736738
2025-08-25T00:00:00+08:00,002475,3282482124
2025-08-26T00:00:00+08:00,002475,3254981627
2025-08-27T00:00:00+08:00,002475,3180523619
2025-08-28T00:00:00+08:00,002475,3252895809
2025-08-29T00:00:00+08:00,002475,3571996895
2025-09-01T00:00:00+08:00,002475,3716274556
2025-09-02T00:00:00+08:00,002475,3505994725
2025-09-03T00:00:00+08:00,002475,3506723201
2025-09-04T00:00:00+08:00,002475,3767610343
2025-09-05T00:00:00+08:00,002475,4005531003
2025-09-08T00:00:00+08:00,002475,4341457218
2025-09-09T00:00:00+08:00,002475,4060904682
2025-09-10T00:00:00+08:00,002475,3974948078
2025-09-11T00:00:00+08:00,002475,4946291199
2025-09-12T00:00:00+08:00,002475,5744688649
2025-09-15T00:00:00+08:00,002475,5808829931
2025-09-16T00:00:00+08:00,002475,5825568768
2025-09-17T00:00:00+08:00,002475,5759798779
2025-09-18T00:00:00+08:00,002475,5840167234
2025-09-19T00:00:00+08:00,002475,6333866334
2025-09-22T00:00:00+08:00,002475,6226909951
2025-09-23T00:00:00+08:00,002475,7579096410
2025-09-24T00:00:00+08:00,002475,9040507896
2025-09-25T00:00:00+08:00,002475,8937439901
2025-09-26T00:00:00+08:00,002475,8165387444
2025-09-29T00:00:00+08:00,002475,7681533821
2025-09-30T00:00:00+08:00,002475,7669832029
2025-10-09T00:00:00+08:00,002475,8105882298
2025-10-10T00:00:00+08:00,002475,7697924579
2025-10-13T00:00:00+08:00,002475,7147784965
2025-10-14T00:00:00+08:00,002475,6996571781
2025-10-15T00:00:00+08:00,002475,7145443560
2025-10-16T00:00:00+08:00,002475,7953525781
2025-10-17T00:00:00+08:00,002475,7382169803
2025-10-20T00:00:00+08:00,002475,6895909618
2025-10-21T00:00:00+08:00,002475,7569935756
2025-10-22T00:00:00+08:00,002475,7273283453
2025-10-23T00:00:00+08:00,002475,7183658131
2025-10-24T00:00:00+08:00,002475,7802986971
2025-10-27T00:00:00+08:00,002475,7203682583
2025-10-28T00:00:00+08:00,002475,6906470777
2025-10-29T00:00:00+08:00,002475,6821151459
2025-10-30T00:00:00+08:00,002475,6624954915
2025-10-31T00:00:00+08:00,002475,6595300531
2025-11-03T00:00:00+08:00,002475,6427173765
2025-11-04T00:00:00+08:00,002475,6176074051
2025-11-05T00:00:00+08:00,002475,5964254054
2025-11-06T00:00:00+08:00,002475,6178662717
2025-11-07T00:00:00+08:00,002475,6133043782
2025-11-10T00:00:00+08:00,002475,6335600600
2025-11-11T00:00:00+08:00,002475,6381848051
2025-11-12T00:00:00+08:00,002475,6349305677
2025-11-13T00:00:00+08:00,002475,6445703376
2025-11-14T00:00:00+08:00,002475,6362764688
2025-11-17T00:00:00+08:00,002475,6328321169
2025-11-18T00:00:00+08:00,002475,6330850136
2025-11-19T00:00:00+08:00,002475,6556328197
2025-11-20T00:00:00+08:00,002475,6467035787
2025-11-21T00:00:00+08:00,002475,6218250412
2025-11-24T00:00:00+08:00,002475,6060006712
2025-11-25T00:00:00+08:00,002475,6386537148
2025-11-26T00:00:00+08:00,002475,6868719388
2025-11-27T00:00:00+08:00,002475,6827401935
2025-11-28T00:00:00+08:00,002475,6807070567
2025-12-01T00:00:00+08:00,002475,6666995035
2025-12-02T00:00:00+08:00,002475,6559685993
2025-12-03T00:00:00+08:00,002475,6545866279
2025-12-04T00:00:00+08:00,002475,6451152076
2025-12-05T00:00:00+08:00,002475,6459510473
2025-12-08T00:00:00+08:00,002475,6503510137
2025-12-09T00:00:00+08:00,002475,6403209439
2025-12-10T00:00:00+08:00,002475,6509380528
2025-12-11T00:00:00+08:00,002475,6275595512
2025-12-12T00:00:00+08:00,002475,6074872876
2025-12-15T00:00:00+08:00,002475,6267739285
2025-12-16T00:00:00+08:00,002475,6155336668
2025-12-17T00:00:00+08:00,002475,6050005554
2025-12-18T00:00:00+08:00,002475,5991501466
2025-12-19T00:00:00+08:00,002475,5963054390
2025-12-22T00:00:00+08:00,002475,5883988109
2025-12-23T00:00:00+08:00,002475,5753818862
2025-12-24T00:00:00+08:00,002475,5679238161
2025-12-25T00:00:00+08:00,002475,5628116755
2025-12-26T00:00:00+08:00,002475,5719370920
2025-12-29T00:00:00+08:00,002475,5789684951
2025-12-30T00:00:00+08:00,002475,5813924617
2025-12-31T00:00:00+08:00,002475,5918690791
2026-01-05T00:00:00+08:00,002475,5900516394
2026-01-06T00:00:00+08:00,002475,5855846999
2026-01-07T00:00:00+08:00,002475,6184573883
2026-01-08T00:00:00+08:00,002475,6710467825
2026-01-09T00:00:00+08:00,002475,6536922160
2026-01-12T00:00:00+08:00,002475,6727905472
2026-01-13T00:00:00+08:00,002475,6642024264
2026-01-14T00:00:00+08:00,002475,6783875087
2026-01-15T00:00:00+08:00,002475,8230496555
2026-01-16T00:00:00+08:00,002475,8450412851
2026-01-19T00:00:00+08:00,002475,7534330894
2026-01-20T00:00:00+08:00,002475,7415941869
2026-01-21T00:00:00+08:00,002475,7443474920
2026-01-22T00:00:00+08:00,002475,7053878191
2026-01-23T00:00:00+08:00,002475,7036867838
2026-01-26T00:00:00+08:00,002475,7078441989
2026-01-27T00:00:00+08:00,002475,7109053037
2026-01-28T00:00:00+08:00,002475,7147617794
2026-01-29T00:00:00+08:00,002475,7116416664
2026-01-30T00:00:00+08:00,002475,7038694021
2026-02-02T00:00:00+08:00,002475,6852956373
2026-02-03T00:00:00+08:00,002475,7013188066
2026-02-04T00:00:00+08:00,002475,6777118461
2026-02-05T00:00:00+08:00,002475,6743307472
2026-02-06T00:00:00+08:00,002475,6708920281
2026-02-09T00:00:00+08:00,002475,6655995981
2026-02-10T00:00:00+08:00,002475,6647681903
2026-02-11T00:00:00+08:00,002475,6753459316
2026-02-12T00:00:00+08:00,002475,6865983290
2026-02-13T00:00:00+08:00,002475,6646514867
2026-02-24T00:00:00+08:00,002475,6735465578
2026-02-25T00:00:00+08:00,002475,6712605893
2026-02-26T00:00:00+08:00,002475,6752837031
2026-02-27T00:00:00+08:00,002475,6850976226
2026-03-02T00:00:00+08:00,002475,6913891104
2026-03-03T00:00:00+08:00,002475,6930348085
2026-03-04T00:00:00+08:00,002475,7160049814
2026-03-05T00:00:00+08:00,002475,6804528425
2026-03-06T00:00:00+08:00,002475,6750935227
2026-03-09T00:00:00+08:00,002475,6724677955
2026-03-10T00:00:00+08:00,002475,6747258923
2026-03-11T00:00:00+08:00,002475,6813653335
2026-03-12T00:00:00+08:00,002475,6626932375
2026-03-13T00:00:00+08:00,002475,6564216643
2026-03-16T00:00:00+08:00,002475,6679558579
2026-03-17T00:00:00+08:00,002475,6563422002
2026-03-18T00:00:00+08:00,002475,6567901307
2026-03-19T00:00:00+08:00,002475,6588519423
2026-03-20T00:00:00+08:00,002475,6502793057
2026-03-23T00:00:00+08:00,002475,6450291322
2026-03-24T00:00:00+08:00,002475,6563314391
2026-03-25T00:00:00+08:00,002475,7794343691
2026-03-26T00:00:00+08:00,002475,7596457878
2026-03-27T00:00:00+08:00,002475,7177625273
2026-03-30T00:00:00+08:00,002475,6956688044
2026-03-31T00:00:00+08:00,002475,6885371130
2026-04-01T00:00:00+08:00,002475,6922415059
2026-04-02T00:00:00+08:00,002475,6820049438
2026-04-03T00:00:00+08:00,002475,6732328165
2026-04-07T00:00:00+08:00,002475,6733314404
2026-04-08T00:00:00+08:00,002475,6819249757
2026-04-09T00:00:00+08:00,002475,7319725481
2026-04-10T00:00:00+08:00,002475,8600951170
2026-04-13T00:00:00+08:00,002475,8578389212
2026-04-14T00:00:00+08:00,002475,8081557446
2026-04-15T00:00:00+08:00,002475,7316981611
