date,stockCode,自由流通市值
2025-04-16T00:00:00+08:00,002475,132491565924.08
2025-04-17T00:00:00+08:00,002475,131909480639.52
2025-04-18T00:00:00+08:00,002475,134103494404.4
2025-04-21T00:00:00+08:00,002475,138222867187.44
2025-04-22T00:00:00+08:00,002475,135670647093.6
2025-04-23T00:00:00+08:00,002475,141178069401.36
2025-04-24T00:00:00+08:00,002475,137730333485.12
2025-04-25T00:00:00+08:00,002475,141536275730.32
2025-04-28T00:00:00+08:00,002475,139358990222.05
2025-04-29T00:00:00+08:00,002475,137467850451.67
2025-04-30T00:00:00+08:00,002475,138908718848.15
2025-05-06T00:00:00+08:00,002475,143231324037.59
2025-05-07T00:00:00+08:00,002475,141925537053.28
2025-05-08T00:00:00+08:00,002475,147418847814.86
2025-05-09T00:00:00+08:00,002475,144447056747.12
2025-05-12T00:00:00+08:00,002475,153632592774.68
2025-05-13T00:00:00+08:00,002475,152191724378.2
2025-05-14T00:00:00+08:00,002475,150930964531.28
2025-05-15T00:00:00+08:00,002475,147058630715.74
2025-05-16T00:00:00+08:00,002475,146338196517.5
2025-05-19T00:00:00+08:00,002475,145122463807.97
2025-05-20T00:00:00+08:00,002475,146788467891.4
2025-05-21T00:00:00+08:00,002475,144627165296.68
2025-05-22T00:00:00+08:00,002475,143051215488.03
2025-05-23T00:00:00+08:00,002475,140934940030.7
2025-05-26T00:00:00+08:00,002475,140664777206.36
2025-05-27T00:00:00+08:00,002475,137422823314.28
2025-05-28T00:00:00+08:00,002475,136837470528.21
2025-05-29T00:00:00+08:00,002475,141430238541.99
2025-05-30T00:00:00+08:00,002475,136882497665.6
2025-06-03T00:00:00+08:00,002475,136522280566.48
2025-06-04T00:00:00+08:00,002475,138683583161.2
2025-06-05T00:00:00+08:00,002475,142420835564.57
2025-06-06T00:00:00+08:00,002475,141024994305.48
2025-06-09T00:00:00+08:00,002475,143771649686.27
2025-06-10T00:00:00+08:00,002475,143096242625.42
2025-06-11T00:00:00+08:00,002475,143951758235.83
2025-06-12T00:00:00+08:00,002475,143366405449.76
2025-06-13T00:00:00+08:00,002475,140709804343.75
2025-06-16T00:00:00+08:00,002475,143681595411.49
2025-06-17T00:00:00+08:00,002475,147103657853.13
2025-06-18T00:00:00+08:00,002475,148319390562.66
2025-06-19T00:00:00+08:00,002475,147328793540.08
2025-06-20T00:00:00+08:00,002475,149535123272.19
2025-06-23T00:00:00+08:00,002475,149445068997.41
2025-06-24T00:00:00+08:00,002475,149625177546.97
2025-06-25T00:00:00+08:00,002475,149670204684.36
2025-06-26T00:00:00+08:00,002475,148454471974.83
2025-06-27T00:00:00+08:00,002475,152506914339.93
2025-06-30T00:00:00+08:00,002475,156199139605.91
2025-07-01T00:00:00+08:00,002475,156289193880.69
2025-07-02T00:00:00+08:00,002475,152732050026.88
2025-07-03T00:00:00+08:00,002475,161062070444.03
2025-07-04T00:00:00+08:00,002475,158900767849.31
2025-07-07T00:00:00+08:00,002475,156469302430.25
2025-07-08T00:00:00+08:00,002475,159215957811.04
2025-07-09T00:00:00+08:00,002475,158945794986.7
2025-07-10T00:00:00+08:00,002475,161017043306.64
2025-07-11T00:00:00+08:00,002475,161017043306.64
2025-07-14T00:00:00+08:00,002475,159215957811.04
2025-07-15T00:00:00+08:00,002475,165609811320.42
2025-07-16T00:00:00+08:00,002475,166825544029.95
2025-07-17T00:00:00+08:00,002475,177406921316.6
2025-07-18T00:00:00+08:00,002475,174390103111.47
2025-07-21T00:00:00+08:00,002475,174074913149.74
2025-07-22T00:00:00+08:00,002475,171508366318.51
2025-07-23T00:00:00+08:00,002475,170923013532.44
2025-07-24T00:00:00+08:00,002475,170517769295.93
2025-07-25T00:00:00+08:00,002475,172589017615.87
2025-07-28T00:00:00+08:00,002475,170022470784.64
2025-07-29T00:00:00+08:00,002475,169166955174.23
2025-07-30T00:00:00+08:00,002475,169932416509.86
2025-07-31T00:00:00+08:00,002475,164934404259.57
2025-08-01T00:00:00+08:00,002475,164979431396.96
2025-08-04T00:00:00+08:00,002475,163178345901.36
2025-08-05T00:00:00+08:00,002475,164213970061.33
2025-08-06T00:00:00+08:00,002475,163043264489.19
2025-08-07T00:00:00+08:00,002475,166690462617.78
2025-08-08T00:00:00+08:00,002475,164078888649.16
2025-08-11T00:00:00+08:00,002475,171148149219.39
2025-08-12T00:00:00+08:00,002475,171868583417.63
2025-08-13T00:00:00+08:00,002475,172679071890.65
2025-08-14T00:00:00+08:00,002475,173264424676.72
2025-08-15T00:00:00+08:00,002475,173759723188.01
2025-08-18T00:00:00+08:00,002475,178262436927.01
2025-08-19T00:00:00+08:00,002475,176056107194.9
2025-08-20T00:00:00+08:00,002475,180333685246.95
2025-08-21T00:00:00+08:00,002475,189969492648.41
2025-08-22T00:00:00+08:00,002475,192265876655.3
2025-08-25T00:00:00+08:00,002475,193391555090.05
2025-08-26T00:00:00+08:00,002475,205506175636.8
2025-08-27T00:00:00+08:00,002475,202712012722.44
2025-08-28T00:00:00+08:00,002475,207759532825.8
2025-08-29T00:00:00+08:00,002475,207218727100.44
2025-09-01T00:00:00+08:00,002475,204018959892.06
2025-09-02T00:00:00+08:00,002475,197394089756.4
2025-09-03T00:00:00+08:00,002475,194780195417.16
2025-09-04T00:00:00+08:00,002475,200053051239.42
2025-09-05T00:00:00+08:00,002475,212716918641.6
2025-09-08T00:00:00+08:00,002475,224209040305.5
2025-09-09T00:00:00+08:00,002475,215015342974.38
2025-09-10T00:00:00+08:00,002475,216727894438.02
2025-09-11T00:00:00+08:00,002475,238405190596.2
2025-09-12T00:00:00+08:00,002475,237548914864.38
2025-09-15T00:00:00+08:00,002475,237684116295.72
2025-09-16T00:00:00+08:00,002475,236106766263.42
2025-09-17T00:00:00+08:00,002475,234394214799.78
2025-09-18T00:00:00+08:00,002475,239351600615.58
2025-09-19T00:00:00+08:00,002475,249717043684.98
2025-09-22T00:00:00+08:00,002475,274684241339.1
2025-09-23T00:00:00+08:00,002475,296091134634.6001
2025-09-24T00:00:00+08:00,002475,316371349335.6001
2025-09-25T00:00:00+08:00,002475,309791546343.72
2025-09-26T00:00:00+08:00,002475,289556398786.5
2025-09-29T00:00:00+08:00,002475,292035091694.4
2025-09-30T00:00:00+08:00,002475,291539353112.82
2025-10-09T00:00:00+08:00,002475,294288448883.4
2025-10-10T00:00:00+08:00,002475,274008234182.4
2025-10-13T00:00:00+08:00,002475,260262755329.5
2025-10-14T00:00:00+08:00,002475,247914357933.78
2025-10-15T00:00:00+08:00,002475,262290776799.6
2025-10-16T00:00:00+08:00,002475,266797491177.6
2025-10-17T00:00:00+08:00,002475,250077580835.22
2025-10-20T00:00:00+08:00,002475,257558726702.7
2025-10-21T00:00:00+08:00,002475,275585584214.7
2025-10-22T00:00:00+08:00,002475,270898601261.58
2025-10-23T00:00:00+08:00,002475,271033802692.92
2025-10-24T00:00:00+08:00,002475,288024115897.98
2025-10-27T00:00:00+08:00,002475,294739120321.2
2025-10-28T00:00:00+08:00,002475,291404151681.48
2025-10-29T00:00:00+08:00,002475,303211743351.84
2025-10-30T00:00:00+08:00,002475,293116703145.1201
2025-10-31T00:00:00+08:00,002475,285628960953
2025-11-03T00:00:00+08:00,002475,285266257510.52
2025-11-04T00:00:00+08:00,002475,274475830096.74
2025-11-05T00:00:00+08:00,002475,276470699030.38
2025-11-06T00:00:00+08:00,002475,279553678291.46
2025-11-07T00:00:00+08:00,002475,271574202556.9
2025-11-10T00:00:00+08:00,002475,264773513010.4
2025-11-11T00:00:00+08:00,002475,256113968321.19
2025-11-12T00:00:00+08:00,002475,261917223400.8701
2025-11-13T00:00:00+08:00,002475,260149044118.78
2025-11-14T00:00:00+08:00,002475,256204644181.81
2025-11-17T00:00:00+08:00,002475,256385995903.05
2025-11-18T00:00:00+08:00,002475,256658023484.91
2025-11-19T00:00:00+08:00,002475,257292754509.25
2025-11-20T00:00:00+08:00,002475,252758961478.25
2025-11-21T00:00:00+08:00,002475,239610961688.35
2025-11-24T00:00:00+08:00,002475,241424478900.75
2025-11-25T00:00:00+08:00,002475,252532271826.7
2025-11-26T00:00:00+08:00,002475,261146478585.6
2025-11-27T00:00:00+08:00,002475,258244851045.76
2025-11-28T00:00:00+08:00,002475,261962561331.18
2025-12-01T00:00:00+08:00,002475,265725609546.91
2025-12-02T00:00:00+08:00,002475,272027581860
2025-12-03T00:00:00+08:00,002475,266677706083.42
2025-12-04T00:00:00+08:00,002475,270350078438.53
2025-12-05T00:00:00+08:00,002475,268627237086.75
2025-12-08T00:00:00+08:00,002475,272390285302.48
2025-12-09T00:00:00+08:00,002475,274747857678.6
2025-12-10T00:00:00+08:00,002475,269896699135.43
2025-12-11T00:00:00+08:00,002475,264093444055.75
2025-12-12T00:00:00+08:00,002475,273750423211.78
2025-12-15T00:00:00+08:00,002475,260058368258.16
2025-12-16T00:00:00+08:00,002475,259922354467.23
2025-12-17T00:00:00+08:00,002475,265952299198.46
2025-12-18T00:00:00+08:00,002475,258335526906.38
2025-12-19T00:00:00+08:00,002475,257428768300.18
2025-12-22T00:00:00+08:00,002475,261735871679.63
2025-12-23T00:00:00+08:00,002475,263186685449.55
2025-12-24T00:00:00+08:00,002475,268808588807.99
2025-12-25T00:00:00+08:00,002475,269443319832.33
2025-12-26T00:00:00+08:00,002475,264773513010.4
2025-12-29T00:00:00+08:00,002475,263957430264.82
2025-12-30T00:00:00+08:00,002475,263277361310.17
2025-12-31T00:00:00+08:00,002475,257111402788.01
2026-01-05T00:00:00+08:00,002475,265453581965.05
2026-01-06T00:00:00+08:00,002475,268491223295.82
2026-01-07T00:00:00+08:00,002475,260919788934.05
2026-01-08T00:00:00+08:00,002475,250292551115.88
2026-01-09T00:00:00+08:00,002475,252515962102.95
2026-01-12T00:00:00+08:00,002475,251517695945.49
2026-01-13T00:00:00+08:00,002475,247660758518.94
2026-01-14T00:00:00+08:00,002475,243123185075.94
2026-01-15T00:00:00+08:00,002475,260320588424.91
2026-01-16T00:00:00+08:00,002475,263542265569.44
2026-01-19T00:00:00+08:00,002475,262543999411.98
2026-01-20T00:00:00+08:00,002475,260728970034.78
2026-01-21T00:00:00+08:00,002475,258913940657.58
2026-01-22T00:00:00+08:00,002475,255964517919.63
2026-01-23T00:00:00+08:00,002475,251835326086.5
2026-01-26T00:00:00+08:00,002475,245437347531.87
2026-01-27T00:00:00+08:00,002475,243758445357.96
2026-01-28T00:00:00+08:00,002475,241761913043.04
2026-01-29T00:00:00+08:00,002475,235454685957.27
2026-01-30T00:00:00+08:00,002475,234547171268.67
2026-02-02T00:00:00+08:00,002475,236952085193.46
2026-02-03T00:00:00+08:00,002475,238041102819.78
2026-02-04T00:00:00+08:00,002475,235500061691.7
2026-02-05T00:00:00+08:00,002475,234592547003.1
2026-02-06T00:00:00+08:00,002475,232187633078.31
2026-02-09T00:00:00+08:00,002475,234683298471.96
2026-02-10T00:00:00+08:00,002475,234547171268.67
2026-02-11T00:00:00+08:00,002475,232096881609.45
2026-02-12T00:00:00+08:00,002475,228829828730.49
2026-02-13T00:00:00+08:00,002475,230508730904.4
2026-02-24T00:00:00+08:00,002475,229737343419.09
2026-02-25T00:00:00+08:00,002475,234048038189.94
2026-02-26T00:00:00+08:00,002475,232142257343.88
2026-02-27T00:00:00+08:00,002475,227876938307.46
2026-03-02T00:00:00+08:00,002475,222840231785.73
2026-03-03T00:00:00+08:00,002475,215035605463.77
2026-03-04T00:00:00+08:00,002475,209998898942.04
2026-03-05T00:00:00+08:00,002475,213265951821
2026-03-06T00:00:00+08:00,002475,214627223853.8999
2026-03-09T00:00:00+08:00,002475,210997165099.5
2026-03-10T00:00:00+08:00,002475,224110752349.77
2026-03-11T00:00:00+08:00,002475,227650059635.31
2026-03-12T00:00:00+08:00,002475,225517400117.1
2026-03-13T00:00:00+08:00,002475,223838497943.19
2026-03-16T00:00:00+08:00,002475,223520867802.1799
2026-03-17T00:00:00+08:00,002475,226107284664.69
2026-03-18T00:00:00+08:00,002475,223883873677.62
2026-03-19T00:00:00+08:00,002475,217985028201.72
2026-03-20T00:00:00+08:00,002475,218801791421.46
2026-03-23T00:00:00+08:00,002475,210089650410.8999
2026-03-24T00:00:00+08:00,002475,210271153348.62
2026-03-25T00:00:00+08:00,002475,231280118389.71
2026-03-26T00:00:00+08:00,002475,227740811104.17
2026-03-27T00:00:00+08:00,002475,229646591950.23
2026-03-30T00:00:00+08:00,002475,221252081080.6799
2026-03-31T00:00:00+08:00,002475,223520867802.1799
2026-04-01T00:00:00+08:00,002475,228503168762.4
2026-04-02T00:00:00+08:00,002475,226190934316.59
2026-04-03T00:00:00+08:00,002475,221249099912.8
2026-04-07T00:00:00+08:00,002475,219390244770.09
2026-04-08T00:00:00+08:00,002475,236981361730.3701
2026-04-09T00:00:00+08:00,002475,249766658077.79
2026-04-10T00:00:00+08:00,002475,263776078543.58
2026-04-13T00:00:00+08:00,002475,265680271616.6
2026-04-14T00:00:00+08:00,002475,268128519853.34
2026-04-15T00:00:00+08:00,002475,266718566979.54
2026-04-16T00:00:00+08:00,002475,274296314629.35
