date,stockCode,涨跌幅
2025-06-23T00:00:00+08:00,000333,-0.0091
2025-06-24T00:00:00+08:00,000333,0.0151
2025-06-25T00:00:00+08:00,000333,-0.0065
2025-06-26T00:00:00+08:00,000333,-0.0011
2025-06-27T00:00:00+08:00,000333,-0.0112
2025-06-30T00:00:00+08:00,000333,-0.0011
2025-07-01T00:00:00+08:00,000333,-0.0012
2025-07-02T00:00:00+08:00,000333,0.0054
2025-07-03T00:00:00+08:00,000333,0.0054
2025-07-04T00:00:00+08:00,000333,0.0081
2025-07-07T00:00:00+08:00,000333,-0.0127
2025-07-08T00:00:00+08:00,000333,-0.0045
2025-07-09T00:00:00+08:00,000333,-0.0058
2025-07-10T00:00:00+08:00,000333,-0.0017
2025-07-11T00:00:00+08:00,000333,0.0112
2025-07-14T00:00:00+08:00,000333,0.0086
2025-07-15T00:00:00+08:00,000333,0.0015
2025-07-16T00:00:00+08:00,000333,-0.0044
2025-07-17T00:00:00+08:00,000333,-0.0036
2025-07-18T00:00:00+08:00,000333,0.0028
2025-07-21T00:00:00+08:00,000333,-0.0038
2025-07-22T00:00:00+08:00,000333,0.0088
2025-07-23T00:00:00+08:00,000333,0.0042
2025-07-24T00:00:00+08:00,000333,0.0001
2025-07-25T00:00:00+08:00,000333,-0.0102
2025-07-28T00:00:00+08:00,000333,-0.0113
2025-07-29T00:00:00+08:00,000333,-0.0097
2025-07-30T00:00:00+08:00,000333,0.0122
2025-07-31T00:00:00+08:00,000333,-0.0266
2025-08-01T00:00:00+08:00,000333,0.0085
2025-08-04T00:00:00+08:00,000333,0.0021
2025-08-05T00:00:00+08:00,000333,0.0062
2025-08-06T00:00:00+08:00,000333,0.0045
2025-08-07T00:00:00+08:00,000333,-0.0031
2025-08-08T00:00:00+08:00,000333,0.0014
2025-08-11T00:00:00+08:00,000333,0.0025
2025-08-12T00:00:00+08:00,000333,0.0024
2025-08-13T00:00:00+08:00,000333,-0.0015
2025-08-14T00:00:00+08:00,000333,0.0071
2025-08-15T00:00:00+08:00,000333,-0.0004
2025-08-18T00:00:00+08:00,000333,-0.0064
2025-08-19T00:00:00+08:00,000333,0.0117
2025-08-20T00:00:00+08:00,000333,-0.0063
2025-08-21T00:00:00+08:00,000333,-0.0042
2025-08-22T00:00:00+08:00,000333,0.0024
2025-08-25T00:00:00+08:00,000333,0.0198
2025-08-26T00:00:00+08:00,000333,0.0038
2025-08-27T00:00:00+08:00,000333,-0.0148
2025-08-28T00:00:00+08:00,000333,0.0109
2025-08-29T00:00:00+08:00,000333,0.0029
2025-09-01T00:00:00+08:00,000333,0.0043
2025-09-02T00:00:00+08:00,000333,0.0288
2025-09-03T00:00:00+08:00,000333,-0.0071
2025-09-04T00:00:00+08:00,000333,-0.0004
2025-09-05T00:00:00+08:00,000333,0.0083
2025-09-08T00:00:00+08:00,000333,0.0106
2025-09-09T00:00:00+08:00,000333,0.0019
2025-09-10T00:00:00+08:00,000333,-0.0021
2025-09-12T00:00:00+08:00,000333,-0.0188
2025-09-15T00:00:00+08:00,000333,-0.0053
2025-09-16T00:00:00+08:00,000333,-0.0094
2025-09-17T00:00:00+08:00,000333,-0.0015
2025-09-18T00:00:00+08:00,000333,-0.0082
2025-09-19T00:00:00+08:00,000333,0.0083
2025-09-22T00:00:00+08:00,000333,-0.0147
2025-09-23T00:00:00+08:00,000333,0.0037
2025-09-24T00:00:00+08:00,000333,0.0078
2025-09-25T00:00:00+08:00,000333,-0.017
2025-09-26T00:00:00+08:00,000333,0.0187
2025-09-29T00:00:00+08:00,000333,-0.0063
2025-09-30T00:00:00+08:00,000333,-0.0145
2025-10-09T00:00:00+08:00,000333,-0.0004
2025-10-10T00:00:00+08:00,000333,0.0028
2025-10-13T00:00:00+08:00,000333,-0.014
2025-10-14T00:00:00+08:00,000333,0.011
2025-10-15T00:00:00+08:00,000333,0.0044
2025-10-16T00:00:00+08:00,000333,0.0036
2025-10-17T00:00:00+08:00,000333,-0.0052
2025-10-20T00:00:00+08:00,000333,0.001
2025-10-21T00:00:00+08:00,000333,0.0005
2025-10-22T00:00:00+08:00,000333,0.0133
2025-10-23T00:00:00+08:00,000333,0.0137
2025-10-24T00:00:00+08:00,000333,-0.0037
2025-10-27T00:00:00+08:00,000333,0.0036
2025-10-28T00:00:00+08:00,000333,-0.0063
2025-10-29T00:00:00+08:00,000333,-0.0001
2025-10-30T00:00:00+08:00,000333,0.0121
2025-10-31T00:00:00+08:00,000333,0.0146
2025-11-03T00:00:00+08:00,000333,-0.0132
2025-11-04T00:00:00+08:00,000333,-0.0031
2025-11-05T00:00:00+08:00,000333,0.0104
2025-11-06T00:00:00+08:00,000333,0.0144
2025-11-07T00:00:00+08:00,000333,-0.0108
2025-11-10T00:00:00+08:00,000333,0.0148
2025-11-11T00:00:00+08:00,000333,-0.0013
2025-11-12T00:00:00+08:00,000333,0.0293
2025-11-13T00:00:00+08:00,000333,0.0014
2025-11-14T00:00:00+08:00,000333,-0.0046
2025-11-17T00:00:00+08:00,000333,-0.0102
2025-11-18T00:00:00+08:00,000333,-0.0068
2025-11-19T00:00:00+08:00,000333,0
2025-11-20T00:00:00+08:00,000333,0.007
2025-11-21T00:00:00+08:00,000333,0.0104
2025-11-24T00:00:00+08:00,000333,-0.0024
2025-11-25T00:00:00+08:00,000333,0.0018
2025-11-26T00:00:00+08:00,000333,0.014
2025-11-27T00:00:00+08:00,000333,0
2025-11-28T00:00:00+08:00,000333,0.0008
2025-12-01T00:00:00+08:00,000333,0.0018
2025-12-02T00:00:00+08:00,000333,0.0195
2025-12-03T00:00:00+08:00,000333,0.0075
2025-12-04T00:00:00+08:00,000333,-0.0034
2025-12-05T00:00:00+08:00,000333,0.0042
2025-12-08T00:00:00+08:00,000333,-0.0051
2025-12-09T00:00:00+08:00,000333,-0.0197
2025-12-10T00:00:00+08:00,000333,-0.0016
2025-12-11T00:00:00+08:00,000333,-0.0096
2025-12-12T00:00:00+08:00,000333,0.0003
2025-12-15T00:00:00+08:00,000333,0.0137
2025-12-16T00:00:00+08:00,000333,-0.0056
2025-12-17T00:00:00+08:00,000333,0.0064
2025-12-18T00:00:00+08:00,000333,-0.008
2025-12-19T00:00:00+08:00,000333,-0.0048
2025-12-22T00:00:00+08:00,000333,-0.0037
2025-12-23T00:00:00+08:00,000333,0.0062
2025-12-24T00:00:00+08:00,000333,-0.0107
2025-12-25T00:00:00+08:00,000333,-0.0027
2025-12-26T00:00:00+08:00,000333,0.0036
2025-12-29T00:00:00+08:00,000333,-0.0058
2025-12-30T00:00:00+08:00,000333,0.0056
2025-12-31T00:00:00+08:00,000333,-0.0089
2026-01-05T00:00:00+08:00,000333,0.0068
2026-01-06T00:00:00+08:00,000333,0.002
2026-01-07T00:00:00+08:00,000333,0.0067
2026-01-08T00:00:00+08:00,000333,-0.0043
2026-01-09T00:00:00+08:00,000333,0.0094
2026-01-12T00:00:00+08:00,000333,-0.0144
2026-01-13T00:00:00+08:00,000333,-0.0308
2026-01-14T00:00:00+08:00,000333,0.0125
2026-01-15T00:00:00+08:00,000333,0.0009
2026-01-16T00:00:00+08:00,000333,0.0012
2026-01-19T00:00:00+08:00,000333,0.004
2026-01-20T00:00:00+08:00,000333,0.0178
2026-01-21T00:00:00+08:00,000333,-0.0154
2026-01-22T00:00:00+08:00,000333,-0.0037
2026-01-23T00:00:00+08:00,000333,-0.0092
2026-01-26T00:00:00+08:00,000333,-0.0056
2026-01-27T00:00:00+08:00,000333,-0.0033
2026-01-28T00:00:00+08:00,000333,-0.01
2026-01-29T00:00:00+08:00,000333,0.0337
2026-01-30T00:00:00+08:00,000333,-0.0037
2026-02-02T00:00:00+08:00,000333,0.0034
2026-02-03T00:00:00+08:00,000333,0.0008
2026-02-04T00:00:00+08:00,000333,0.0244
2026-02-05T00:00:00+08:00,000333,0.008
2026-02-06T00:00:00+08:00,000333,-0.0113
2026-02-09T00:00:00+08:00,000333,-0.0048
2026-02-10T00:00:00+08:00,000333,0.013
2026-02-11T00:00:00+08:00,000333,-0.0062
2026-02-12T00:00:00+08:00,000333,0.0014
2026-02-13T00:00:00+08:00,000333,-0.0094
2026-02-24T00:00:00+08:00,000333,0.0059
2026-02-25T00:00:00+08:00,000333,0.0023
2026-02-26T00:00:00+08:00,000333,-0.0056
2026-02-27T00:00:00+08:00,000333,-0.0077
2026-03-02T00:00:00+08:00,000333,-0.0151
2026-03-03T00:00:00+08:00,000333,-0.0115
2026-03-04T00:00:00+08:00,000333,-0.0052
2026-03-05T00:00:00+08:00,000333,0.0014
2026-03-06T00:00:00+08:00,000333,0.0033
2026-03-09T00:00:00+08:00,000333,-0.0145
2026-03-10T00:00:00+08:00,000333,0.0158
2026-03-11T00:00:00+08:00,000333,0.0103
2026-03-12T00:00:00+08:00,000333,0.0001
2026-03-13T00:00:00+08:00,000333,-0.007
2026-03-16T00:00:00+08:00,000333,-0.0029
2026-03-17T00:00:00+08:00,000333,-0.0005
2026-03-18T00:00:00+08:00,000333,0.006
2026-03-19T00:00:00+08:00,000333,-0.0138
2026-03-20T00:00:00+08:00,000333,-0.0116
2026-03-23T00:00:00+08:00,000333,-0.0233
2026-03-24T00:00:00+08:00,000333,0.0117
2026-03-25T00:00:00+08:00,000333,0.0077
2026-03-26T00:00:00+08:00,000333,-0.0064
2026-03-27T00:00:00+08:00,000333,0.0062
2026-03-30T00:00:00+08:00,000333,-0.0358
2026-03-31T00:00:00+08:00,000333,0.0589
2026-04-01T00:00:00+08:00,000333,0.0064
2026-04-02T00:00:00+08:00,000333,0.0069
2026-04-03T00:00:00+08:00,000333,-0.0132
2026-04-07T00:00:00+08:00,000333,-0.003
2026-04-08T00:00:00+08:00,000333,0.008
2026-04-09T00:00:00+08:00,000333,-0.0027
2026-04-10T00:00:00+08:00,000333,-0.0014
2026-04-13T00:00:00+08:00,000333,-0.0082
2026-04-14T00:00:00+08:00,000333,0.0102
2026-04-15T00:00:00+08:00,000333,0.0123
2026-04-16T00:00:00+08:00,000333,0.0053
