date,stockCode,陆股通持仓股数
2025-06-30T00:00:00+08:00,002475,343116366
2025-09-30T00:00:00+08:00,002475,427537449
2025-12-31T00:00:00+08:00,002475,527966919
2026-03-31T00:00:00+08:00,002475,415400887
