date,stockCode,陆股通持仓金额
2025-06-30T00:00:00+08:00,000333,74157392396
2025-09-30T00:00:00+08:00,000333,71647637666
2025-12-31T00:00:00+08:00,000333,77049411206
2026-03-31T00:00:00+08:00,000333,74321291476
