date,stockCode,股价
2025-04-16T00:00:00+08:00,002475,29.59
2025-04-17T00:00:00+08:00,002475,29.46
2025-04-18T00:00:00+08:00,002475,29.95
2025-04-21T00:00:00+08:00,002475,30.87
2025-04-22T00:00:00+08:00,002475,30.3
2025-04-23T00:00:00+08:00,002475,31.53
2025-04-24T00:00:00+08:00,002475,30.76
2025-04-25T00:00:00+08:00,002475,31.61
2025-04-28T00:00:00+08:00,002475,30.95
2025-04-29T00:00:00+08:00,002475,30.53
2025-04-30T00:00:00+08:00,002475,30.85
2025-05-06T00:00:00+08:00,002475,31.81
2025-05-07T00:00:00+08:00,002475,31.52
2025-05-08T00:00:00+08:00,002475,32.74
2025-05-09T00:00:00+08:00,002475,32.08
2025-05-12T00:00:00+08:00,002475,34.12
2025-05-13T00:00:00+08:00,002475,33.8
2025-05-14T00:00:00+08:00,002475,33.52
2025-05-15T00:00:00+08:00,002475,32.66
2025-05-16T00:00:00+08:00,002475,32.5
2025-05-19T00:00:00+08:00,002475,32.23
2025-05-20T00:00:00+08:00,002475,32.6
2025-05-21T00:00:00+08:00,002475,32.12
2025-05-22T00:00:00+08:00,002475,31.77
2025-05-23T00:00:00+08:00,002475,31.3
2025-05-26T00:00:00+08:00,002475,31.24
2025-05-27T00:00:00+08:00,002475,30.52
2025-05-28T00:00:00+08:00,002475,30.39
2025-05-29T00:00:00+08:00,002475,31.41
2025-05-30T00:00:00+08:00,002475,30.4
2025-06-03T00:00:00+08:00,002475,30.32
2025-06-04T00:00:00+08:00,002475,30.8
2025-06-05T00:00:00+08:00,002475,31.63
2025-06-06T00:00:00+08:00,002475,31.32
2025-06-09T00:00:00+08:00,002475,31.93
2025-06-10T00:00:00+08:00,002475,31.78
2025-06-11T00:00:00+08:00,002475,31.97
2025-06-12T00:00:00+08:00,002475,31.84
2025-06-13T00:00:00+08:00,002475,31.25
2025-06-16T00:00:00+08:00,002475,31.91
2025-06-17T00:00:00+08:00,002475,32.67
2025-06-18T00:00:00+08:00,002475,32.94
2025-06-19T00:00:00+08:00,002475,32.72
2025-06-20T00:00:00+08:00,002475,33.21
2025-06-23T00:00:00+08:00,002475,33.19
2025-06-24T00:00:00+08:00,002475,33.23
2025-06-25T00:00:00+08:00,002475,33.24
2025-06-26T00:00:00+08:00,002475,32.97
2025-06-27T00:00:00+08:00,002475,33.87
2025-06-30T00:00:00+08:00,002475,34.69
2025-07-01T00:00:00+08:00,002475,34.71
2025-07-02T00:00:00+08:00,002475,33.92
2025-07-03T00:00:00+08:00,002475,35.77
2025-07-04T00:00:00+08:00,002475,35.29
2025-07-07T00:00:00+08:00,002475,34.75
2025-07-08T00:00:00+08:00,002475,35.36
2025-07-09T00:00:00+08:00,002475,35.3
2025-07-10T00:00:00+08:00,002475,35.76
2025-07-11T00:00:00+08:00,002475,35.76
2025-07-14T00:00:00+08:00,002475,35.36
2025-07-15T00:00:00+08:00,002475,36.78
2025-07-16T00:00:00+08:00,002475,37.05
2025-07-17T00:00:00+08:00,002475,39.4
2025-07-18T00:00:00+08:00,002475,38.73
2025-07-21T00:00:00+08:00,002475,38.66
2025-07-22T00:00:00+08:00,002475,38.09
