date,stockCode,股价
2025-07-23T00:00:00+08:00,002475,37.96
2025-07-24T00:00:00+08:00,002475,37.87
2025-07-25T00:00:00+08:00,002475,38.33
2025-07-28T00:00:00+08:00,002475,37.76
2025-07-29T00:00:00+08:00,002475,37.57
2025-07-30T00:00:00+08:00,002475,37.74
2025-07-31T00:00:00+08:00,002475,36.63
2025-08-01T00:00:00+08:00,002475,36.64
2025-08-04T00:00:00+08:00,002475,36.24
2025-08-05T00:00:00+08:00,002475,36.47
2025-08-06T00:00:00+08:00,002475,36.21
2025-08-07T00:00:00+08:00,002475,37.02
2025-08-08T00:00:00+08:00,002475,36.44
2025-08-11T00:00:00+08:00,002475,38.01
2025-08-12T00:00:00+08:00,002475,38.17
2025-08-13T00:00:00+08:00,002475,38.35
2025-08-14T00:00:00+08:00,002475,38.48
2025-08-15T00:00:00+08:00,002475,38.59
2025-08-18T00:00:00+08:00,002475,39.59
2025-08-19T00:00:00+08:00,002475,39.1
2025-08-20T00:00:00+08:00,002475,40.05
2025-08-21T00:00:00+08:00,002475,42.19
2025-08-22T00:00:00+08:00,002475,42.7
2025-08-25T00:00:00+08:00,002475,42.95
2025-08-26T00:00:00+08:00,002475,45.6
2025-08-27T00:00:00+08:00,002475,44.98
2025-08-28T00:00:00+08:00,002475,46.1
2025-08-29T00:00:00+08:00,002475,45.98
2025-09-01T00:00:00+08:00,002475,45.27
2025-09-02T00:00:00+08:00,002475,43.8
2025-09-03T00:00:00+08:00,002475,43.22
2025-09-04T00:00:00+08:00,002475,44.39
2025-09-05T00:00:00+08:00,002475,47.2
2025-09-08T00:00:00+08:00,002475,49.75
2025-09-09T00:00:00+08:00,002475,47.71
2025-09-10T00:00:00+08:00,002475,48.09
2025-09-11T00:00:00+08:00,002475,52.9
2025-09-12T00:00:00+08:00,002475,52.71
2025-09-15T00:00:00+08:00,002475,52.74
2025-09-16T00:00:00+08:00,002475,52.39
2025-09-17T00:00:00+08:00,002475,52.01
2025-09-18T00:00:00+08:00,002475,53.11
2025-09-19T00:00:00+08:00,002475,55.41
2025-09-22T00:00:00+08:00,002475,60.95
2025-09-23T00:00:00+08:00,002475,65.7
2025-09-24T00:00:00+08:00,002475,70.2
2025-09-25T00:00:00+08:00,002475,68.74
2025-09-26T00:00:00+08:00,002475,64.25
2025-09-29T00:00:00+08:00,002475,64.8
2025-09-30T00:00:00+08:00,002475,64.69
2025-10-09T00:00:00+08:00,002475,65.3
2025-10-10T00:00:00+08:00,002475,60.8
2025-10-13T00:00:00+08:00,002475,57.75
2025-10-14T00:00:00+08:00,002475,55.01
2025-10-15T00:00:00+08:00,002475,58.2
2025-10-16T00:00:00+08:00,002475,59.2
2025-10-17T00:00:00+08:00,002475,55.49
2025-10-20T00:00:00+08:00,002475,57.15
2025-10-21T00:00:00+08:00,002475,61.15
2025-10-22T00:00:00+08:00,002475,60.11
2025-10-23T00:00:00+08:00,002475,60.14
2025-10-24T00:00:00+08:00,002475,63.91
2025-10-27T00:00:00+08:00,002475,65.4
2025-10-28T00:00:00+08:00,002475,64.66
2025-10-29T00:00:00+08:00,002475,67.28
2025-10-30T00:00:00+08:00,002475,65.04
2025-10-31T00:00:00+08:00,002475,63
2025-11-03T00:00:00+08:00,002475,62.92
2025-11-04T00:00:00+08:00,002475,60.54
2025-11-05T00:00:00+08:00,002475,60.98
2025-11-06T00:00:00+08:00,002475,61.66
2025-11-07T00:00:00+08:00,002475,59.9
2025-11-10T00:00:00+08:00,002475,58.4
2025-11-11T00:00:00+08:00,002475,56.49
2025-11-12T00:00:00+08:00,002475,57.77
2025-11-13T00:00:00+08:00,002475,57.38
2025-11-14T00:00:00+08:00,002475,56.51
2025-11-17T00:00:00+08:00,002475,56.55
2025-11-18T00:00:00+08:00,002475,56.61
2025-11-19T00:00:00+08:00,002475,56.75
2025-11-20T00:00:00+08:00,002475,55.75
2025-11-21T00:00:00+08:00,002475,52.85
2025-11-24T00:00:00+08:00,002475,53.25
2025-11-25T00:00:00+08:00,002475,55.7
2025-11-26T00:00:00+08:00,002475,57.6
2025-11-27T00:00:00+08:00,002475,56.96
2025-11-28T00:00:00+08:00,002475,57.78
2025-12-01T00:00:00+08:00,002475,58.61
2025-12-02T00:00:00+08:00,002475,60
2025-12-03T00:00:00+08:00,002475,58.82
2025-12-04T00:00:00+08:00,002475,59.63
2025-12-05T00:00:00+08:00,002475,59.25
2025-12-08T00:00:00+08:00,002475,60.08
2025-12-09T00:00:00+08:00,002475,60.6
2025-12-10T00:00:00+08:00,002475,59.53
2025-12-11T00:00:00+08:00,002475,58.25
2025-12-12T00:00:00+08:00,002475,60.38
2025-12-15T00:00:00+08:00,002475,57.36
2025-12-16T00:00:00+08:00,002475,57.33
2025-12-17T00:00:00+08:00,002475,58.66
2025-12-18T00:00:00+08:00,002475,56.98
2025-12-19T00:00:00+08:00,002475,56.78
2025-12-22T00:00:00+08:00,002475,57.73
2025-12-23T00:00:00+08:00,002475,58.05
2025-12-24T00:00:00+08:00,002475,59.29
2025-12-25T00:00:00+08:00,002475,59.43
2025-12-26T00:00:00+08:00,002475,58.4
2025-12-29T00:00:00+08:00,002475,58.22
2025-12-30T00:00:00+08:00,002475,58.07
2025-12-31T00:00:00+08:00,002475,56.71
2026-01-05T00:00:00+08:00,002475,58.55
2026-01-06T00:00:00+08:00,002475,59.22
2026-01-07T00:00:00+08:00,002475,57.55
2026-01-08T00:00:00+08:00,002475,55.16
2026-01-09T00:00:00+08:00,002475,55.65
2026-01-12T00:00:00+08:00,002475,55.43
2026-01-13T00:00:00+08:00,002475,54.58
2026-01-14T00:00:00+08:00,002475,53.58
2026-01-15T00:00:00+08:00,002475,57.37
2026-01-16T00:00:00+08:00,002475,58.08
2026-01-19T00:00:00+08:00,002475,57.86
2026-01-20T00:00:00+08:00,002475,57.46
2026-01-21T00:00:00+08:00,002475,57.06
2026-01-22T00:00:00+08:00,002475,56.41
2026-01-23T00:00:00+08:00,002475,55.5
2026-01-26T00:00:00+08:00,002475,54.09
2026-01-27T00:00:00+08:00,002475,53.72
2026-01-28T00:00:00+08:00,002475,53.28
2026-01-29T00:00:00+08:00,002475,51.89
2026-01-30T00:00:00+08:00,002475,51.69
2026-02-02T00:00:00+08:00,002475,52.22
2026-02-03T00:00:00+08:00,002475,52.46
2026-02-04T00:00:00+08:00,002475,51.9
2026-02-05T00:00:00+08:00,002475,51.7
2026-02-06T00:00:00+08:00,002475,51.17
2026-02-09T00:00:00+08:00,002475,51.72
2026-02-10T00:00:00+08:00,002475,51.69
2026-02-11T00:00:00+08:00,002475,51.15
2026-02-12T00:00:00+08:00,002475,50.43
2026-02-13T00:00:00+08:00,002475,50.8
2026-02-24T00:00:00+08:00,002475,50.63
2026-02-25T00:00:00+08:00,002475,51.58
2026-02-26T00:00:00+08:00,002475,51.16
2026-02-27T00:00:00+08:00,002475,50.22
2026-03-02T00:00:00+08:00,002475,49.11
2026-03-03T00:00:00+08:00,002475,47.39
2026-03-04T00:00:00+08:00,002475,46.28
2026-03-05T00:00:00+08:00,002475,47
2026-03-06T00:00:00+08:00,002475,47.3
2026-03-09T00:00:00+08:00,002475,46.5
2026-03-10T00:00:00+08:00,002475,49.39
2026-03-11T00:00:00+08:00,002475,50.17
2026-03-12T00:00:00+08:00,002475,49.7
2026-03-13T00:00:00+08:00,002475,49.33
2026-03-16T00:00:00+08:00,002475,49.26
2026-03-17T00:00:00+08:00,002475,49.83
2026-03-18T00:00:00+08:00,002475,49.34
2026-03-19T00:00:00+08:00,002475,48.04
2026-03-20T00:00:00+08:00,002475,48.22
2026-03-23T00:00:00+08:00,002475,46.3
2026-03-24T00:00:00+08:00,002475,46.34
2026-03-25T00:00:00+08:00,002475,50.97
2026-03-26T00:00:00+08:00,002475,50.19
2026-03-27T00:00:00+08:00,002475,50.61
2026-03-30T00:00:00+08:00,002475,48.76
2026-03-31T00:00:00+08:00,002475,49.26
2026-04-01T00:00:00+08:00,002475,50.4
2026-04-02T00:00:00+08:00,002475,49.89
2026-04-03T00:00:00+08:00,002475,48.8
2026-04-07T00:00:00+08:00,002475,48.39
2026-04-08T00:00:00+08:00,002475,52.27
2026-04-09T00:00:00+08:00,002475,55.09
2026-04-10T00:00:00+08:00,002475,58.18
2026-04-13T00:00:00+08:00,002475,58.6
2026-04-14T00:00:00+08:00,002475,59.14
2026-04-15T00:00:00+08:00,002475,58.78
2026-04-16T00:00:00+08:00,002475,60.45
