date,stockCode,融资买入金额
2025-07-07T00:00:00+08:00,000333,123039021
2025-07-08T00:00:00+08:00,000333,174922153
2025-07-09T00:00:00+08:00,000333,155133391
2025-07-10T00:00:00+08:00,000333,155956708
2025-07-11T00:00:00+08:00,000333,104933747
2025-07-14T00:00:00+08:00,000333,76306444
2025-07-15T00:00:00+08:00,000333,96835608
2025-07-16T00:00:00+08:00,000333,93820548
2025-07-17T00:00:00+08:00,000333,184503918
2025-07-18T00:00:00+08:00,000333,113695588
2025-07-21T00:00:00+08:00,000333,216138588
2025-07-22T00:00:00+08:00,000333,225203468
2025-07-23T00:00:00+08:00,000333,172444316
2025-07-24T00:00:00+08:00,000333,219771061
2025-07-25T00:00:00+08:00,000333,176892779
2025-07-28T00:00:00+08:00,000333,289206867
2025-07-29T00:00:00+08:00,000333,282441632
2025-07-30T00:00:00+08:00,000333,169524979
2025-07-31T00:00:00+08:00,000333,475529754
2025-08-01T00:00:00+08:00,000333,106640366
2025-08-04T00:00:00+08:00,000333,79877092
2025-08-05T00:00:00+08:00,000333,89576074
2025-08-06T00:00:00+08:00,000333,110570323
2025-08-07T00:00:00+08:00,000333,76153180
2025-08-08T00:00:00+08:00,000333,85032150
2025-08-11T00:00:00+08:00,000333,78653788
2025-08-12T00:00:00+08:00,000333,105690112
2025-08-13T00:00:00+08:00,000333,121016585
2025-08-14T00:00:00+08:00,000333,176030799
2025-08-15T00:00:00+08:00,000333,198493226
2025-08-18T00:00:00+08:00,000333,377067825
2025-08-19T00:00:00+08:00,000333,243369810
2025-08-20T00:00:00+08:00,000333,305792427
2025-08-21T00:00:00+08:00,000333,249700176
2025-08-22T00:00:00+08:00,000333,276904120
2025-08-25T00:00:00+08:00,000333,390875388
2025-08-26T00:00:00+08:00,000333,303271684
2025-08-27T00:00:00+08:00,000333,446103264
2025-08-28T00:00:00+08:00,000333,409063135
2025-08-29T00:00:00+08:00,000333,393492290
2025-09-01T00:00:00+08:00,000333,614654388
2025-09-02T00:00:00+08:00,000333,478012711
2025-09-03T00:00:00+08:00,000333,305682616
2025-09-04T00:00:00+08:00,000333,269185370
2025-09-05T00:00:00+08:00,000333,307423038
2025-09-08T00:00:00+08:00,000333,494243342
2025-09-09T00:00:00+08:00,000333,471148900
2025-09-10T00:00:00+08:00,000333,244155326
2025-09-11T00:00:00+08:00,000333,521852416
2025-09-12T00:00:00+08:00,000333,430701610
2025-09-15T00:00:00+08:00,000333,377349538
2025-09-16T00:00:00+08:00,000333,452809843
2025-09-17T00:00:00+08:00,000333,678942594
2025-09-18T00:00:00+08:00,000333,453285206
2025-09-19T00:00:00+08:00,000333,340016144
2025-09-22T00:00:00+08:00,000333,526765709
2025-09-23T00:00:00+08:00,000333,239271985
2025-09-24T00:00:00+08:00,000333,168237715
2025-09-25T00:00:00+08:00,000333,394264031
2025-09-26T00:00:00+08:00,000333,373629819
2025-09-29T00:00:00+08:00,000333,288017798
2025-09-30T00:00:00+08:00,000333,396599044
2025-10-09T00:00:00+08:00,000333,406464300
2025-10-10T00:00:00+08:00,000333,404224360
2025-10-13T00:00:00+08:00,000333,274421843
2025-10-14T00:00:00+08:00,000333,250899567
2025-10-15T00:00:00+08:00,000333,140548539
2025-10-16T00:00:00+08:00,000333,219477611
2025-10-17T00:00:00+08:00,000333,122032464
2025-10-20T00:00:00+08:00,000333,152379083
2025-10-21T00:00:00+08:00,000333,146040677
2025-10-22T00:00:00+08:00,000333,182433002
2025-10-23T00:00:00+08:00,000333,126824258
2025-10-24T00:00:00+08:00,000333,117720565
2025-10-27T00:00:00+08:00,000333,156277619
2025-10-28T00:00:00+08:00,000333,149047392
2025-10-29T00:00:00+08:00,000333,215362468
2025-10-30T00:00:00+08:00,000333,181427099
2025-10-31T00:00:00+08:00,000333,189017807
2025-11-03T00:00:00+08:00,000333,163925070
2025-11-04T00:00:00+08:00,000333,151097778
2025-11-05T00:00:00+08:00,000333,155999156
2025-11-06T00:00:00+08:00,000333,162468150
2025-11-07T00:00:00+08:00,000333,158524816
2025-11-10T00:00:00+08:00,000333,346894997
2025-11-11T00:00:00+08:00,000333,204940590
2025-11-12T00:00:00+08:00,000333,610228263
2025-11-13T00:00:00+08:00,000333,235038253
2025-11-14T00:00:00+08:00,000333,191274226
2025-11-17T00:00:00+08:00,000333,166719649
2025-11-18T00:00:00+08:00,000333,142369912
2025-11-19T00:00:00+08:00,000333,139211174
2025-11-20T00:00:00+08:00,000333,138286605
2025-11-21T00:00:00+08:00,000333,200352143
2025-11-24T00:00:00+08:00,000333,160158191
2025-11-25T00:00:00+08:00,000333,167838324
2025-11-26T00:00:00+08:00,000333,201452724
2025-11-27T00:00:00+08:00,000333,209795890
2025-11-28T00:00:00+08:00,000333,79615177
2025-12-01T00:00:00+08:00,000333,214146631
2025-12-02T00:00:00+08:00,000333,177222346
2025-12-03T00:00:00+08:00,000333,200259750
2025-12-04T00:00:00+08:00,000333,177690818
2025-12-05T00:00:00+08:00,000333,157092078
2025-12-08T00:00:00+08:00,000333,219467166
2025-12-09T00:00:00+08:00,000333,233408798
2025-12-10T00:00:00+08:00,000333,113155833
2025-12-11T00:00:00+08:00,000333,166062393
2025-12-12T00:00:00+08:00,000333,110582236
2025-12-15T00:00:00+08:00,000333,115077595
2025-12-16T00:00:00+08:00,000333,101126832
2025-12-17T00:00:00+08:00,000333,106305136
2025-12-18T00:00:00+08:00,000333,144476340
2025-12-19T00:00:00+08:00,000333,123095086
2025-12-22T00:00:00+08:00,000333,115818071
2025-12-23T00:00:00+08:00,000333,119340126
2025-12-24T00:00:00+08:00,000333,155931658
2025-12-25T00:00:00+08:00,000333,141236396
2025-12-26T00:00:00+08:00,000333,69426743
2025-12-29T00:00:00+08:00,000333,122967298
2025-12-30T00:00:00+08:00,000333,87896711
2025-12-31T00:00:00+08:00,000333,200367610
2026-01-05T00:00:00+08:00,000333,195636562
2026-01-06T00:00:00+08:00,000333,289907165
2026-01-07T00:00:00+08:00,000333,221721779
2026-01-08T00:00:00+08:00,000333,153308175
2026-01-09T00:00:00+08:00,000333,136612659
2026-01-12T00:00:00+08:00,000333,389015009
2026-01-13T00:00:00+08:00,000333,621854753
2026-01-14T00:00:00+08:00,000333,218225239
2026-01-15T00:00:00+08:00,000333,126503953
2026-01-16T00:00:00+08:00,000333,94982611
2026-01-19T00:00:00+08:00,000333,101407816
2026-01-20T00:00:00+08:00,000333,150006510
2026-01-21T00:00:00+08:00,000333,195645597
2026-01-22T00:00:00+08:00,000333,113125510
2026-01-23T00:00:00+08:00,000333,172449354
2026-01-26T00:00:00+08:00,000333,249940870
2026-01-27T00:00:00+08:00,000333,152629276
2026-01-28T00:00:00+08:00,000333,288503274
2026-01-29T00:00:00+08:00,000333,134543519
2026-01-30T00:00:00+08:00,000333,120420545
2026-02-02T00:00:00+08:00,000333,79295285
2026-02-03T00:00:00+08:00,000333,141778456
2026-02-04T00:00:00+08:00,000333,137819010
2026-02-05T00:00:00+08:00,000333,129852057
2026-02-06T00:00:00+08:00,000333,105394330
2026-02-09T00:00:00+08:00,000333,240246995
2026-02-10T00:00:00+08:00,000333,83240518
2026-02-11T00:00:00+08:00,000333,67903450
2026-02-12T00:00:00+08:00,000333,57748636
2026-02-13T00:00:00+08:00,000333,82656639
2026-02-24T00:00:00+08:00,000333,108556265
2026-02-25T00:00:00+08:00,000333,140487334
2026-02-26T00:00:00+08:00,000333,110376370
2026-02-27T00:00:00+08:00,000333,130620871
2026-03-02T00:00:00+08:00,000333,200228415
2026-03-03T00:00:00+08:00,000333,152818772
2026-03-04T00:00:00+08:00,000333,180197434
2026-03-05T00:00:00+08:00,000333,110562997
2026-03-06T00:00:00+08:00,000333,62914525
2026-03-09T00:00:00+08:00,000333,107090106
2026-03-10T00:00:00+08:00,000333,71233878
2026-03-11T00:00:00+08:00,000333,120632463
2026-03-12T00:00:00+08:00,000333,48627865
2026-03-13T00:00:00+08:00,000333,76751254
2026-03-16T00:00:00+08:00,000333,97943040
2026-03-17T00:00:00+08:00,000333,80669783
2026-03-18T00:00:00+08:00,000333,41785461
2026-03-19T00:00:00+08:00,000333,67520338
2026-03-20T00:00:00+08:00,000333,100180798
2026-03-23T00:00:00+08:00,000333,172038252
2026-03-24T00:00:00+08:00,000333,85730107
2026-03-25T00:00:00+08:00,000333,85485129
2026-03-26T00:00:00+08:00,000333,66265136
2026-03-27T00:00:00+08:00,000333,70341000
2026-03-30T00:00:00+08:00,000333,271583643
2026-03-31T00:00:00+08:00,000333,208741019
2026-04-01T00:00:00+08:00,000333,89288394
2026-04-02T00:00:00+08:00,000333,156535187
2026-04-03T00:00:00+08:00,000333,70132378
2026-04-07T00:00:00+08:00,000333,67877212
2026-04-08T00:00:00+08:00,000333,97108217
2026-04-09T00:00:00+08:00,000333,135553431
2026-04-10T00:00:00+08:00,000333,99596377
2026-04-13T00:00:00+08:00,000333,92345797
2026-04-14T00:00:00+08:00,000333,65294713
2026-04-15T00:00:00+08:00,000333,96858873
