date,stockCode,融资买入金额
2025-04-16T00:00:00+08:00,000333,98913976
2025-04-17T00:00:00+08:00,000333,70239307
2025-04-18T00:00:00+08:00,000333,61402637
2025-04-21T00:00:00+08:00,000333,58719403
2025-04-22T00:00:00+08:00,000333,42030105
2025-04-23T00:00:00+08:00,000333,52334388
2025-04-24T00:00:00+08:00,000333,109559054
2025-04-25T00:00:00+08:00,000333,91596159
2025-04-28T00:00:00+08:00,000333,69504741
2025-04-29T00:00:00+08:00,000333,97933910
2025-04-30T00:00:00+08:00,000333,206059284
2025-05-06T00:00:00+08:00,000333,86544858
2025-05-07T00:00:00+08:00,000333,86976216
2025-05-08T00:00:00+08:00,000333,66564071
2025-05-09T00:00:00+08:00,000333,61596926
2025-05-12T00:00:00+08:00,000333,75688828
2025-05-13T00:00:00+08:00,000333,73756098
2025-05-14T00:00:00+08:00,000333,101401311
2025-05-15T00:00:00+08:00,000333,88183896
2025-05-16T00:00:00+08:00,000333,85612444
2025-05-19T00:00:00+08:00,000333,63812124
2025-05-20T00:00:00+08:00,000333,64140482
2025-05-21T00:00:00+08:00,000333,67118217
2025-05-22T00:00:00+08:00,000333,70697611
2025-05-23T00:00:00+08:00,000333,129058018
2025-05-26T00:00:00+08:00,000333,100534721
2025-05-27T00:00:00+08:00,000333,47723822
2025-05-28T00:00:00+08:00,000333,84515278
2025-05-29T00:00:00+08:00,000333,103697248
2025-05-30T00:00:00+08:00,000333,55900208
2025-06-03T00:00:00+08:00,000333,293457487
2025-06-04T00:00:00+08:00,000333,144336654
2025-06-05T00:00:00+08:00,000333,119742291
2025-06-06T00:00:00+08:00,000333,75943942
2025-06-09T00:00:00+08:00,000333,177691582
2025-06-10T00:00:00+08:00,000333,138605558
2025-06-11T00:00:00+08:00,000333,142616413
2025-06-12T00:00:00+08:00,000333,110453510
2025-06-13T00:00:00+08:00,000333,81629786
2025-06-16T00:00:00+08:00,000333,64119958
2025-06-17T00:00:00+08:00,000333,148452250
2025-06-18T00:00:00+08:00,000333,71017638
2025-06-19T00:00:00+08:00,000333,84413871
2025-06-20T00:00:00+08:00,000333,55344678
2025-06-23T00:00:00+08:00,000333,83280611
2025-06-24T00:00:00+08:00,000333,85367466
2025-06-25T00:00:00+08:00,000333,116763910
2025-06-26T00:00:00+08:00,000333,131051455
2025-06-27T00:00:00+08:00,000333,118219797
2025-06-30T00:00:00+08:00,000333,71355189
2025-07-01T00:00:00+08:00,000333,115339747
2025-07-02T00:00:00+08:00,000333,121421399
2025-07-03T00:00:00+08:00,000333,75876066
2025-07-04T00:00:00+08:00,000333,113738765
