date,metric,value
2026-03-31,毛利率(GM),0.3136
2026-03-31,基本每股收益,1.12
2026-03-31,所有者权益合计,51774201203
2026-03-31,负债合计,70089974674
2026-03-31,净利润率,0.1398
2026-03-31,货币资金,312557354282.24
2026-03-31,资产负债率,0.5751
2026-03-31,经营活动产生的现金流量净额,1208404186
2026-03-31,净资产收益率(ROE),0.2503
2026-03-31,营业收入,15560645284
2026-03-31,总资产收益率(ROA),0.098
2026-03-31,流动负债合计,12204269402
2026-03-31,归属于母公司普通股股东的净利润,2291269563
2026-03-31,速动比率,1.0931
2026-03-31,自由现金流量,13550410385
2026-03-31,资本回报率(ROIC),0.2122
2026-03-31,流动资产合计,1471824081
2026-03-31,资产合计,121864175877
2026-03-31,有息负债率,0.0599
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.363
2026-03-31,长期负债合计,3082901779
2026-03-31,流动比率,1.6562
2026-03-31,应收账款,22425525531
