date,毛利率(GM),基本每股收益,所有者权益合计,负债合计,净利润率,货币资金,资产负债率,经营活动产生的现金流量净额,净资产收益率(ROE),营业收入,总资产收益率(ROA),流动负债合计,归属于母公司普通股股东的净利润,速动比率,自由现金流量,资本回报率(ROIC),流动资产合计,资产合计,有息负债率,经营活动产生的现金流量净额对净利润的比率,长期负债合计,流动比率,应收账款
2026-03-31,0.3136,1.12,51774201203,70089974674,0.1398,312557354282.24,0.5751,1208404186,0.2503,15560645284,0.098,12204269402,2291269563,1.0931,13550410385,0.2122,1471824081,121864175877,0.0599,1.363,3082901779,1.6562,22425525531
