date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,15560645284,-0.1826,1.12,2291269563
2025-12-31,89184357326,0.1455,6.55,13461279955
2025-09-30,66401909120,0.3295,5.73,11881223611
2025-06-30,43533124447,0.4034,3.73,7734577948
2025-03-31,19036447901,0.5092,1.85,3826160917
2024-12-31,77856966965,0.0776,5.32,11036278921
2024-09-30,49945968511,0.0761,3.67,7599553022
2024-06-30,31019765003,0.0838,2.39,4959073577
2024-03-31,12613586133,0.0026,1.41,2096318766
2023-12-31,72250674939,0.7947,6.36,9439561800
2023-09-30,46414634832,1.0885,4.86,7222976494
2023-06-30,28622223962,1.3306,2.93,4354075377
2023-03-31,12580349961,1.7542,1.02,1507649034
2022-12-31,40257239155,0.6679,2.42,3593410009
2022-09-30,22223937486,0.4456,1.39,2060565955
2022-06-30,12281234913,0.4958,0.61,900440191
2022-03-31,4567689691,0.3648,0.28,410913212
2021-12-31,24136598727,0.2515,1.08,1582707375
2021-09-30,15373655864,0.2909,1.03,1504774646
2021-06-30,8210205321,0.1827,0.52,756978357
2021-03-31,3346740239,0.8124,0.27,386719539
2020-12-31,19285641347,0.4831,1.34,1954308245
2020-09-30,11908876320,0.6577,0.82,1195338974
2020-06-30,6942056660,0.5557,0.31,446131085
2020-03-31,1846627233,-0.1678,0.11,159502929
2019-12-31,13003331784,0.2541,0.61,892552821
2019-09-30,7183998116,0.2727,0.38,554394280
2019-06-30,4462460464,0.1456,0.23,332598756
2019-03-31,2219069604,0.3011,0.12,171195690
2018-12-31,10368931999,0.1669,0.56,809628202
2018-09-30,5644558153,-0.1501,0.42,607174043
2018-06-30,3895362235,0.1,0.26,382973353
2018-03-31,1705529458,0.3676,0.14,202746900
2017-12-31,8886060069,0.4801,0.71,1024196698
2017-09-30,6641641232,1.0558,0.53,751052164
2017-06-30,3541322339,0.4868,0.26,369137007
2017-03-31,1247105275,-0.0869,0.09,129122292
2016-12-31,6003662456,0.3139,0.41,553613069
2016-09-30,3230670350,0.2793,0.23,296935306
