date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,178846000000,0.0844,56631000000,0.18
2025-12-31,658310000000,0.0448,243021000000,0.74
2025-09-30,491204000000,0.0269,177660000000,0.55
2025-06-30,329003000000,0.0376,117591000000,0.36
2025-03-31,164929000000,0.0256,54364000000,0.18
2024-12-31,630090000000,0.0116,237841000000,0.75
2024-09-30,478348000000,0.0164,175763000000,0.55
2024-06-30,317076000000,-0.0067,118601000000,0.36
2024-03-31,160818000000,-0.0301,55989000000,0.18
2023-12-31,622889000000,0.0641,231904000000,0.74
2023-09-30,470626000000,0.0705,174858000000,0.55
2023-06-30,319207000000,0.0888,120095000000,0.37
2023-03-31,165813000000,0.1157,57663000000,0.19
2022-12-31,618009000000,0.0206,227439000000,0.73
2022-09-30,467818000000,0.0258,173081000000,0.56
2022-06-30,313254000000,0.0339,119924000000,0.37
2022-03-31,161118000000,0.0207,57751000000,0.19
2021-12-31,605559000000,0.0708,216559000000,0.7
2021-09-30,456074000000,0.0632,163523000000,0.53
2021-06-30,302988000000,0.0605,112813000000,0.36
2021-03-31,157855000000,0.0658,53989000000,0.18
2020-12-31,565531000000,0.0298,192870000000,0.61
2020-09-30,428956000000,0.0303,145711000000,0.46
2020-06-30,285710000000,0.0324,100917000000,0.32
2020-03-31,148106000000,0.0501,52583000000,0.17
2019-12-31,549182000000,0.0894,187405000000,0.61
2019-09-30,416333000000,0.1069,159579000000,0.52
2019-06-30,276733000000,0.1006,114048000000,0.38
2019-03-31,141034000000,0.1192,50965000000,0.17
2018-12-31,504107000000,0.0431,180086000000,0.59
2018-09-30,376141000000,0.0332,153274000000,0.5
2018-06-30,251447000000,0.0129,109088000000,0.37
2018-03-31,126015000000,-0.0254,49001000000,0.16
2017-12-31,483278000000,-0.0007,172407000000,0.56
2017-09-30,364072000000,-0.0135,145506000000,0.47
2017-06-30,248236000000,-0.0522,103690000000,0.35
2017-03-31,129295000000,0.0527,46649000000,
2016-12-31,483630000000,0.0196,164578000000,0.54
2016-09-30,369070000000,0.0345,134813000000,0.44
