date,经营活动产生的现金流量净额,基本每股收益,经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),净利润率,总资产收益率(ROA),归属于母公司普通股股东的净利润,资产负债率,自由现金流量,营业收入
2026-03-31,196208000000,0.18,4.0296,0.0837,0.3871,0.0069,56631000000,0.918,1003159000000,178846000000
