日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-06-10,=32.5100,=32.5100,=32.5100,=32.5100,=312757300702.05,=222532297702.0,=116993887813.89,,=5.8005,,,,
2026-06-09,=31.5500,=31.5500,=31.5500,=31.5500,=303521772905.25,=215961057905.0,=113539131360.45,,=5.6292,,,,
2026-06-08,=31.2000,=31.2000,=31.2000,=31.2000,=300154653396.0,=213565293396.0,=112279584736.8,,=5.5668,,,,
2026-06-05,=31.0500,=31.0500,=31.0500,=31.0500,=298711602177.75,=212538537178.0,=111739779040.95,,=5.5400,,,,
2026-06-04,=31.0200,=31.0200,=31.0200,=31.0200,=298422991934.1,=212333185934.0,=111631817901.78,,=5.5347,,,,
2026-06-03,=31.3200,=31.3200,=31.3200,=31.3200,=301309094370.6,=214386698371.0,=112711429293.48,,=5.5882,,,,
2026-06-02,=31.7000,=31.7000,=31.7000,=31.7000,=304964824123.5,=216987814124.0,=114078937056.3,,=5.6560,,,,
2026-06-01,=32.0200,=32.0200,=32.0200,=32.0200,=308043333389.1001,=219178227389.0,=115230522540.78,,=5.7131,,,,
2026-05-29,=32.1800,=32.1800,=32.1800,=32.1800,=309582588021.9,=220273434022.0,=115806315283.02,,=5.7416,,,,
2026-05-28,=32.0200,=32.0200,=32.0200,=32.0200,=308043333389.1001,=219178227389.0,=115230522540.78,,=5.7131,,,,
2026-05-27,=32.6300,=32.6300,=32.6300,=32.6300,=313911741676.65,=223353702677.0,=117425732370.57,,=5.8219,,,,
2026-05-26,=33.2200,=33.2200,=33.2200,=33.2200,=319587743135.1,=227392277135.0,=119548968107.58,,=5.9272,,,,
2026-05-25,=33.2900,=33.2900,=33.2900,=33.2900,=320261167036.95,=227871430037.0,=119800877432.31,,=5.9397,,,,
2026-05-22,=32.8500,=32.8500,=32.8500,=32.8500,=316028216796.75,=224859611797.0,=118217447391.15,,=5.8612,,,,
2026-05-21,=33.0000,=33.0000,=33.0000,=33.0000,=317471268015.0,=225886368015.0,=118757253087.0,,=5.8879,,,,
2026-05-20,=33.4200,=33.4200,=33.4200,=33.4200,=321511811426.1001,=228761285426.0,=120268709035.38,,=5.9629,,,,
2026-05-19,=33.7100,=33.7100,=33.7100,=33.7100,=324301710448.05,=230746347448.0,=121312333380.69,,=6.0146,,,,
2026-05-18,=33.8700,=33.8700,=33.8700,=33.8700,=325840965080.85,=231841554081.0,=121888126122.93,,=6.0432,,,,
2026-05-15,=34.5400,=34.5400,=34.5400,=34.5400,=332286593855.7,=236427731856.0,=124299258231.06,,=6.1627,,,,
2026-05-14,=35.1800,=35.1800,=35.1800,=35.1800,=338443612386.9,=240808558387.0,=126602429200.02,,=6.2769,,,,
2026-05-13,=35.7400,=35.7400,=35.7400,=35.7400,=343831003601.7,=244641781602.0,=128617703797.86,,=6.3768,,,,
2026-05-12,=37.2200,=37.2200,=37.2200,=37.2200,=358069108955.1,=254772442955.0,=133943786663.58,,=6.6409,,,,
2026-05-11,=37.3900,=37.3900,=37.3900,=37.3900,=359704567002.45,=255936100002.0,=134555566452.21,,=6.6712,,,,
2026-05-08,=36.9000,=36.9000,=36.9000,=36.9000,=354990599689.5,=252582029690.0,=132792201179.1,,=6.5838,,,,
2026-05-07,=37.3100,=37.3100,=37.3100,=37.3100,=358934939686.0501,=255388496686.0,=134267670081.09,,=6.6569,,,,
2026-05-06,=37.1000,=37.1000,=37.1000,=37.1000,=356914667980.5,=253951037981.0,=133511942106.9,,=6.6195,,,,
2026-04-30,=37.2300,=37.2300,=37.2300,=37.2300,=358165312369.65,=254840893370.0,=133979773709.97,,=6.6427,,,,
2026-04-29,=37.6200,=37.6200,=37.6200,=37.6200,=361917245537.1,=257510459537.0,=135383268519.18,,=6.7122,,,,
2026-04-28,=36.3400,=36.3400,=36.3400,=36.3400,=349603208474.7,=248748806475.0,=130776926581.26,,=6.5340,,,,
2026-04-27,=36.3600,=36.3600,=36.3600,=36.3600,=349795615303.8,=248885707304.0,=130848900674.04,,=6.5376,,,,
2026-04-24,=36.6200,=36.6200,=36.6200,=36.6200,=352296904082.1,=250665418082.0,=131784563880.18,,=6.5844,,,,
2026-04-23,=36.9600,=36.9600,=36.9600,=36.9600,=355567820176.8,=252992732177.0,=133008123457.44,,=6.6455,,,,
2026-04-22,=37.0500,=37.0500,=37.0500,=37.0500,=356433650907.75,=253608785908.0,=133332006874.95,,=6.6617,,,,
2026-04-21,=37.0500,=37.0500,=37.0500,=37.0500,=356433650907.75,=253608785908.0,=133332006874.95,,=6.6617,,,,
2026-04-20,=37.4600,=37.4600,=37.4600,=37.4600,=360377990904.3,=256415252904.0,=134807475776.94,,=6.7354,,,,
2026-04-17,=37.3400,=37.3400,=37.3400,=37.3400,=359223549929.7,=255593847930.0,=134375631220.26,,=6.7138,,,,
2026-04-16,=37.8700,=37.8700,=37.8700,=37.8700,=364322330900.85,=259221719901.0,=136282944678.93,,=6.8091,,,,
2026-04-15,=37.9900,=37.9900,=37.9900,=37.9900,=365476771875.45,=260043124875.0,=136714789235.61,,=6.8307,,,,
2026-04-14,=38.4000,=38.4000,=38.4000,=38.4000,=369421111872.0,=262849591872.0,=138190258137.6,,=6.9044,,,,
2026-04-13,=37.6600,=37.6600,=37.6600,=37.6600,=362302059195.3,=257784261195.0,=135527216704.74,,=6.7714,,,,
2026-04-10,=38.6300,=38.6300,=38.6300,=38.6300,=371633790406.65,=264423951407.0,=139017960204.57,,=6.9458,,,,
2026-04-09,=38.2900,=38.2900,=38.2900,=38.2900,=368362874311.95,=262096637312.0,=137794400627.31,,=6.8846,,,,
2026-04-08,=39.9000,=39.9000,=39.9000,=39.9000,=383851624054.5,=273117154055.0,=143588315096.1,,=7.1741,,,,
2026-04-07,=37.2700,=37.2700,=37.2700,=37.2700,=358550126027.8501,=255114695028.0,=134123721895.53,,=6.7012,,,,
2026-04-03,=38.2200,=38.2200,=38.2200,=38.2200,=367689450410.1,=261617484410.0,=137542491302.58,,=6.8721,,,,
2026-04-02,=38.3900,=38.3900,=38.3900,=38.3900,=369324908457.45,=262781141457.0,=138154271091.21,,=6.9026,,,,
2026-04-01,=38.3100,=38.3100,=38.3100,=38.3100,=368555281141.0501,=262233538141.0,=137866374720.09,,=6.8882,,,,
2026-03-31,=37.0900,=37.0900,=37.0900,=37.0900,=356818464565.95,=253882587566.0,=133475955060.51,,=6.6689,,,,
2026-03-30,=36.6500,=36.6500,=36.6500,=36.6500,=352585514325.75,=250870769326.0,=131892525019.35,,=6.5898,,,,
2026-03-27,=37.1200,=37.1200,=37.1200,=37.1200,=357107074809.6,=254087938810.0,=133583916199.68,,=6.6743,,,,
2026-03-26,=37.0900,=37.0900,=37.0900,=37.0900,=356818464565.95,=253882587566.0,=133475955060.51,,=6.8160,,,,
2026-03-25,=38.3800,=38.3800,=38.3800,=38.3800,=369228705042.9,=262712691043.0,=138118284044.82,,=7.0531,,,,
2026-03-24,=37.5900,=37.5900,=37.5900,=37.5900,=361628635293.45,=257305108293.0,=135275307380.01,,=6.9079,,,,
2026-03-23,=37.3200,=37.3200,=37.3200,=37.3200,=359031143100.6,=255456947101.0,=134303657127.48,,=6.8583,,,,
2026-03-20,=39.1600,=39.1600,=39.1600,=39.1600,=376732571377.8,=268051823378.0,=140925273663.24,,=7.1964,,,,
2026-03-19,=39.7600,=39.7600,=39.7600,=39.7600,=382504776250.8,=272158848251.0,=143084496446.64,,=7.3067,,,,
2026-03-18,=40.7700,=40.7700,=40.7700,=40.7700,=392221321120.3501,=279072340120.0,=146719188132.03,,=7.4923,,,,
2026-03-17,=40.5000,=40.5000,=40.5000,=40.5000,=389623828927.5,=277224178928.0,=145747537879.5,,=7.4427,,,,
2026-03-16,=39.6000,=39.6000,=39.6000,=39.6000,=380965521618.0,=271063641618.0,=142508703704.4,,=7.2773,,,,
2026-03-13,=39.1700,=39.1700,=39.1700,=39.1700,=376828774792.3501,=268120273792.0,=140961260709.63,,=7.1983,,,,
2026-03-12,=39.4800,=39.4800,=39.4800,=39.4800,=379811080643.4,=270242236643.0,=142076859147.72,,=7.2552,,,,
2026-03-11,=39.4800,=39.4800,=39.4800,=39.4800,=379811080643.4,=270242236643.0,=142076859147.72,,=7.2552,,,,
2026-03-10,=39.1700,=39.1700,=39.1700,=39.1700,=376828774792.3501,=268120273792.0,=140961260709.63,,=7.1983,,,,
2026-03-09,=38.2000,=38.2000,=38.2000,=38.2000,=367497043581.0,=261480583581.0,=137470517209.8,,=7.0200,,,,
2026-03-06,=39.2400,=39.2400,=39.2400,=39.2400,=377502198694.2,=268599426694.0,=141213170034.36,,=7.2111,,,,
2026-03-05,=39.3400,=39.3400,=39.3400,=39.3400,=378464232839.7,=269283930840.0,=141573040498.26,,=7.2295,,,,
2026-03-04,=38.8500,=38.8500,=38.8500,=38.8500,=373750265526.75,=265929860527.0,=139809675225.15,,=7.1395,,,,
2026-03-03,=39.9500,=39.9500,=39.9500,=39.9500,=384332641127.25,=273459406127.0,=143768250328.05,,=7.3416,,,,
2026-03-02,=39.9900,=39.9900,=39.9900,=39.9900,=384717454785.45,=273733207785.0,=143912198513.61,,=7.3489,,,,
2026-02-27,=40.8100,=40.8100,=40.8100,=40.8100,=392606134778.5501,=279346141779.0,=146863136317.59,,=7.4996,,,,
2026-02-26,=40.9600,=40.9600,=40.9600,=40.9600,=394049185996.8,=280372897997.0,=147402942013.44,,=7.5272,,,,
2026-02-25,=42.1200,=42.1200,=42.1200,=42.1200,=405208782084.6,=288313146085.0,=151577439394.68,,=7.7404,,,,
2026-02-24,=42.5200,=42.5200,=42.5200,=42.5200,=409056918666.6001,=291051162667.0,=153016921250.28,,=7.8139,,,,
2026-02-13,=42.8900,=42.8900,=42.8900,=42.8900,=412616445004.95,=293583828005.0,=154348441966.71,,=7.8819,,,,
2026-02-12,=43.5900,=43.5900,=43.5900,=43.5900,=419350684023.45,=298375357023.0,=156867535214.01,,=8.0105,,,,
2026-02-11,=44.3200,=44.3200,=44.3200,=44.3200,=426373533285.6,=303372237286.0,=159494589600.48,,=8.1447,,,,
2026-02-10,=44.9500,=44.9500,=44.9500,=44.9500,=432434348402.25,=307684613402.0,=161761773523.05,,=8.2604,,,,
2026-02-09,=45.2200,=45.2200,=45.2200,=45.2200,=435031840595.1,=309532774595.0,=162733423775.58,,=8.3101,,,,
2026-02-06,=44.8100,=44.8100,=44.8100,=44.8100,=431087500598.5501,=306726307599.0,=161257954873.59,,=8.2347,,,,
2026-02-05,=44.7500,=44.7500,=44.7500,=44.7500,=430510280111.25,=306315605111.0,=161042032595.25,,=8.2237,,,,
2026-02-04,=44.7300,=44.7300,=44.7300,=44.7300,=430317873282.15,=306178704282.0,=160970058502.47,,=8.2200,,,,
2026-02-03,=43.9800,=43.9800,=43.9800,=43.9800,=423102617190.9,=301044923191.0,=158271030023.22,,=8.0822,,,,
2026-02-02,=44.3600,=44.3600,=44.3600,=44.3600,=426758346943.8,=303646038944.0,=159638537786.04,,=8.1520,,,,
2026-01-30,=45.5500,=45.5500,=45.5500,=45.5500,=438206553275.25,=311791638275.0,=163920996306.45,,=8.3707,,,,
2026-01-29,=46.1800,=46.1800,=46.1800,=46.1800,=444267368391.9,=316104014392.0,=166188180229.02,,=8.4865,,,,
2026-01-28,=44.1800,=44.1800,=44.1800,=44.1800,=425026685481.9,=302413931482.0,=158990770951.02,,=8.1189,,,,
2026-01-27,=44.2000,=44.2000,=44.2000,=44.2000,=425219092311.0,=302550832311.0,=159062745043.8,,=8.1226,,,,
2026-01-26,=43.3400,=43.3400,=43.3400,=43.3400,=416945598659.7,=296664096660.0,=155967859054.26,,=7.9646,,,,
2026-01-23,=41.9900,=41.9900,=41.9900,=41.9900,=403958137695.45,=287423290695.0,=151109607791.61,,=7.7165,,,,
2026-01-22,=43.1000,=43.1000,=43.1000,=43.1000,=414636716710.5,=295021286711.0,=155104169940.9,,=7.9205,,,,
2026-01-21,=43.9000,=43.9000,=43.9000,=43.9000,=422332989874.5,=300497319875.0,=157983133652.1,,=8.0675,,,,
2026-01-20,=44.2500,=44.2500,=44.2500,=44.2500,=425700109383.75,=302893084384.0,=159242680275.75,,=8.1318,,,,
2026-01-19,=44.0900,=44.0900,=44.0900,=44.0900,=424160854750.95,=301797877751.0,=158666887533.51,,=8.1024,,,,
2026-01-16,=44.1900,=44.1900,=44.1900,=44.1900,=425122888896.45,=302482381896.0,=159026757997.41,,=8.1208,,,,
2026-01-15,=44.9200,=44.9200,=44.9200,=44.9200,=432145738158.6001,=307479262159.0,=161653812383.88,,=8.2549,,,,
2026-01-14,=45.2900,=45.2900,=45.2900,=45.2900,=435705264496.95,=310011927497.0,=162985333100.31,,=8.3229,,,,
2026-01-13,=45.9100,=45.9100,=45.9100,=45.9100,=441669876199.05,=314255853199.0,=165216529976.49,,=8.4369,,,,
2026-01-12,=45.3800,=45.3800,=45.3800,=45.3800,=436571095227.9,=310627981228.0,=163309216517.82,,=8.3395,,,,
2026-01-09,=46.5000,=46.5000,=46.5000,=46.5000,=447345877657.5,=318294427658.0,=167339765713.5,,=8.5453,,,,
2026-01-08,=46.9500,=46.9500,=46.9500,=46.9500,=451675031312.25,=321374696312.0,=168959182801.05,,=8.6280,,,,
2026-01-07,=47.8900,=47.8900,=47.8900,=47.8900,=460718152279.95,=327809035280.0,=172341965161.71,,=8.8007,,,,
2026-01-06,=47.3500,=47.3500,=47.3500,=47.3500,=455523167894.25,=324112712894.0,=170398664656.65,,=8.7015,,,,
2026-01-05,=45.0600,=45.0600,=45.0600,=45.0600,=433492585962.3001,=308437567962.0,=162157631033.34,,=8.2807,,,,
2025-12-31,=41.9100,=41.9100,=41.9100,=41.9100,=403188510379.05,=286875687379.0,=150821711420.49,,=7.7018,,,,
2025-12-30,=41.9100,=41.9100,=41.9100,=41.9100,=403188510379.05,=286875687379.0,=150821711420.49,,=7.7018,,,,
2025-12-29,=42.2800,=42.2800,=42.2800,=42.2800,=406748036717.4,=289408352717.0,=152153232136.92,,=7.7698,,,,
2025-12-26,=42.3300,=42.3300,=42.3300,=42.3300,=407229053790.15,=289750604790.0,=152333167368.87,,=7.7790,,,,
2025-12-25,=42.6400,=42.6400,=42.6400,=42.6400,=410211359641.2,=291872567641.0,=153448765806.96,,=7.8359,,,,
2025-12-24,=41.5000,=41.5000,=41.5000,=41.5000,=399244170382.5,=284069220383.0,=149346242518.5,,=7.6264,,,,
2025-12-23,=41.7700,=41.7700,=41.7700,=41.7700,=401841662575.3501,=285917381575.0,=150317892771.03,,=7.6761,,,,
2025-12-22,=41.4000,=41.4000,=41.4000,=41.4000,=398282136237.0,=283384716237.0,=148986372054.6,,=7.6081,,,,
2025-12-19,=41.0400,=41.0400,=41.0400,=41.0400,=394818813313.2,=280920501313.0,=147690838384.56,,=7.5419,,,,
2025-12-18,=41.0800,=41.0800,=41.0800,=41.0800,=395203626971.4,=281194302971.0,=147834786570.12,,=7.5493,,,,
2025-12-17,=40.7900,=40.7900,=40.7900,=40.7900,=392413727949.45,=279209240949.0,=146791162224.81,,=7.4960,,,,
2025-12-16,=39.1500,=39.1500,=39.1500,=39.1500,=376636367963.25,=267983372963.0,=140889286616.85,,=7.1946,,,,
2025-12-15,=39.5800,=39.5800,=39.5800,=39.5800,=380773114788.9,=270926740789.0,=142436729611.62,,=7.2736,,,,
2025-12-12,=38.2400,=38.2400,=38.2400,=38.2400,=367881857239.2,=261754385239.0,=137614465395.36,,=7.0274,,,,
2025-12-11,=37.4700,=37.4700,=37.4700,=37.4700,=360474194318.85,=256483703319.0,=134843462823.33,,=6.8858,,,,
2025-12-10,=37.9100,=37.9100,=37.9100,=37.9100,=364707144559.05,=259495521559.0,=136426892864.49,,=6.9667,,,,
2025-12-09,=37.5000,=37.5000,=37.5000,=37.5000,=360762804562.5,=256689054563.0,=134951423962.5,,=6.8914,,,,
2025-12-08,=38.2400,=38.2400,=38.2400,=38.2400,=367881857239.2,=261754385239.0,=137614465395.36,,=7.0274,,,,
2025-12-05,=37.6100,=37.6100,=37.6100,=37.6100,=361821042122.55,=257442009123.0,=135347281472.79,,=6.9116,,,,
2025-12-04,=35.2000,=35.2000,=35.2000,=35.2000,=338636019216.0,=240945459216.0,=126674403292.8,,=6.4687,,,,
2025-12-03,=35.0000,=35.0000,=35.0000,=35.0000,=336711950925.0,=239576450925.0,=125954662365.0,,=6.4319,,,,
2025-12-02,=35.6100,=35.6100,=35.6100,=35.6100,=342580359212.55,=243751926213.0,=128149872194.79,,=6.5440,,,,
2025-12-01,=35.1700,=35.1700,=35.1700,=35.1700,=338347408972.3501,=240740107972.0,=126566442153.63,,=6.4632,,,,
2025-11-28,=34.7500,=34.7500,=34.7500,=34.7500,=334306865561.25,=237865190561.0,=125054986205.25,,=6.3860,,,,
2025-11-27,=35.0500,=35.0500,=35.0500,=35.0500,=337192967997.75,=239918702998.0,=126134597596.95,,=6.4411,,,,
2025-11-26,=34.6100,=34.6100,=34.6100,=34.6100,=332960017757.55,=236906884758.0,=124551167555.79,,=6.3603,,,,
2025-11-25,=34.9500,=34.9500,=34.9500,=34.9500,=336230933852.25,=239234198852.0,=125774727133.05,,=6.4227,,,,
2025-11-24,=34.3000,=34.3000,=34.3000,=34.3000,=329977711906.5,=234784921906.0,=123435569117.7,,=6.3033,,,,
2025-11-21,=34.6300,=34.6300,=34.6300,=34.6300,=333152424586.65,=237043785587.0,=124623141648.57,,=6.3639,,,,
2025-11-20,=35.5400,=35.5400,=35.5400,=35.5400,=341906935310.7,=243272773311.0,=127897962870.06,,=6.5312,,,,
2025-11-19,=35.8300,=35.8300,=35.8300,=35.8300,=344696834332.65,=245257835333.0,=128941587215.37,,=6.5845,,,,
2025-11-18,=34.8600,=34.8600,=34.8600,=34.8600,=335365103121.3,=238618145121.0,=125450843715.54,,=6.4062,,,,
2025-11-17,=35.4700,=35.4700,=35.4700,=35.4700,=341233511408.85,=242793620409.0,=127646053545.33,,=6.5183,,,,
2025-11-14,=36.2900,=36.2900,=36.2900,=36.2900,=349122191401.95,=248406554402.0,=130596991349.31,,=6.6690,,,,
2025-11-13,=37.0500,=37.0500,=37.0500,=37.0500,=356433650907.75,=253608785908.0,=133332006874.95,,=6.8087,,,,
2025-11-12,=36.5000,=36.5000,=36.5000,=36.5000,=351142463107.5,=249844013108.0,=131352719323.5,,=6.7076,,,,
2025-11-11,=35.5900,=35.5900,=35.5900,=35.5900,=342387952383.45,=243615025383.0,=128077898102.01,,=6.5404,,,,
2025-11-10,=36.0500,=36.0500,=36.0500,=36.0500,=346813309452.75,=246763744453.0,=129733302235.95,,=6.6249,,,,
2025-11-07,=35.6100,=35.6100,=35.6100,=35.6100,=342580359212.55,=243751926213.0,=128149872194.79,,=6.5440,,,,
2025-11-06,=35.4900,=35.4900,=35.4900,=35.4900,=341425918237.95,=242930521238.0,=127718027638.11,,=6.5220,,,,
2025-11-05,=35.0200,=35.0200,=35.0200,=35.0200,=336904357754.1001,=239713351754.0,=126026636457.78,,=6.4356,,,,
2025-11-04,=35.4300,=35.4300,=35.4300,=35.4300,=340848697750.65,=242519818751.0,=127502105359.77,,=6.5110,,,,
2025-11-03,=35.1300,=35.1300,=35.1300,=35.1300,=337962595314.15,=240466306314.0,=126422493968.07,,=6.4558,,,,
2025-10-31,=35.5000,=35.5000,=35.5000,=35.5000,=341522121652.5,=242998971653.0,=127754014684.5,,=6.5238,,,,
2025-10-30,=37.7500,=37.7500,=37.7500,=37.7500,=363167889926.25,=258400314926.0,=135851100122.25,,=7.6115,,,,
2025-10-29,=37.6000,=37.6000,=37.6000,=37.6000,=361724838708.0,=257373558708.0,=135311294426.4,,=7.5813,,,,
2025-10-28,=37.3000,=37.3000,=37.3000,=37.3000,=358838736271.5,=255320046271.0,=134231683034.7,,=7.5208,,,,
2025-10-27,=37.1300,=37.1300,=37.1300,=37.1300,=357203278224.15,=254156389224.0,=133619903246.07,,=7.4865,,,,
2025-10-24,=37.2200,=37.2200,=37.2200,=37.2200,=358069108955.1,=254772442955.0,=133943786663.58,,=7.5046,,,,
2025-10-23,=37.3400,=37.3400,=37.3400,=37.3400,=359223549929.7,=255593847930.0,=134375631220.26,,=7.5288,,,,
2025-10-22,=37.2000,=37.2000,=37.2000,=37.2000,=357876702126.0,=254635542126.0,=133871812570.8,,=7.5006,,,,
2025-10-21,=37.3300,=37.3300,=37.3300,=37.3300,=359127346515.15,=255525397515.0,=134339644173.87,,=7.5268,,,,
2025-10-20,=37.0700,=37.0700,=37.0700,=37.0700,=356626057736.85,=253745686737.0,=133403980967.73,,=7.4744,,,,
2025-10-17,=36.7500,=36.7500,=36.7500,=36.7500,=353547548471.25,=251555273471.0,=132252395483.25,,=7.4099,,,,
2025-10-16,=37.7000,=37.7000,=37.7000,=37.7000,=362686872853.5,=258058062854.0,=135671164890.3,,=7.6014,,,,
2025-10-15,=36.9000,=36.9000,=36.9000,=36.9000,=354990599689.5,=252582029690.0,=132792201179.1,,=7.4401,,,,
2025-10-14,=36.0000,=36.0000,=36.0000,=36.0000,=346332292380.0,=246421492380.0,=129553367004.0,,=7.2587,,,,
2025-10-13,=34.9200,=34.9200,=34.9200,=34.9200,=335942323608.6001,=239028847609.0,=125666765993.88,,=7.0409,,,,
2025-10-10,=35.0600,=35.0600,=35.0600,=35.0600,=337289171412.3001,=239987153412.0,=126170584643.34,,=7.0691,,,,
2025-10-09,=34.8800,=34.8800,=34.8800,=34.8800,=335557509950.4,=238755045950.0,=125522817808.32,,=7.0328,,,,
2025-09-30,=35.1200,=35.1200,=35.1200,=35.1200,=337866391899.6,=240397855900.0,=126386506921.68,,=7.0812,,,,
2025-09-29,=35.5800,=35.5800,=35.5800,=35.5800,=342291748968.9,=243546574969.0,=128041911055.62,,=7.1740,,,,
2025-09-26,=35.2000,=35.2000,=35.2000,=35.2000,=338636019216.0,=240945459216.0,=126674403292.8,,=7.0974,,,,
2025-09-25,=34.7700,=34.7700,=34.7700,=34.7700,=334499272390.3501,=238002091390.0,=125126960298.03,,=7.0107,,,,
2025-09-24,=34.9300,=34.9300,=34.9300,=34.9300,=336038527023.15,=239097298023.0,=125702753040.27,,=7.0429,,,,
2025-09-23,=34.7900,=34.7900,=34.7900,=34.7900,=334691679219.45,=238138992219.0,=125198934390.81,,=7.0147,,,,
2025-09-22,=34.8500,=34.8500,=34.8500,=34.8500,=335268899706.75,=238549694707.0,=125414856669.15,,=7.0268,,,,
2025-09-19,=34.8900,=34.8900,=34.8900,=34.8900,=335653713364.95,=238823496365.0,=125558804854.71,,=7.0348,,,,
2025-09-18,=35.0300,=35.0300,=35.0300,=35.0300,=337000561168.65,=239781802169.0,=126062623504.17,,=7.0631,,,,
2025-09-17,=35.9000,=35.9000,=35.9000,=35.9000,=345370258234.5,=245736988235.0,=129193496540.1,,=7.2385,,,,
2025-09-16,=36.2600,=36.2600,=36.2600,=36.2600,=348833581158.3,=248201203158.0,=130489030210.14,,=7.3111,,,,
2025-09-15,=37.0000,=37.0000,=37.0000,=37.0000,=355952633835.0,=253266533835.0,=133152071643.0,,=7.4603,,,,
2025-09-12,=37.3200,=37.3200,=37.3200,=37.3200,=359031143100.6,=255456947101.0,=134303657127.48,,=7.5248,,,,
2025-09-11,=38.1400,=38.1400,=38.1400,=38.1400,=366919823093.7,=261069881094.0,=137254594931.46,,=7.6901,,,,
2025-09-10,=37.4400,=37.4400,=37.4400,=37.4400,=360185584075.2,=256278352075.0,=134735501684.16,,=7.5490,,,,
2025-09-09,=37.4500,=37.4500,=37.4500,=37.4500,=360281787489.75,=256346802490.0,=134771488730.55,,=7.5510,,,,
2025-09-08,=37.5500,=37.5500,=37.5500,=37.5500,=361243821635.25,=257031306635.0,=135131359194.45,,=7.5712,,,,
2025-09-05,=38.0400,=38.0400,=38.0400,=38.0400,=365957788948.2,=260385376948.0,=136894724467.56,,=7.6700,,,,
2025-09-04,=37.9200,=37.9200,=37.9200,=37.9200,=364803347973.6001,=259563971974.0,=136462879910.88,,=7.6458,,,,
2025-09-03,=38.6400,=38.6400,=38.6400,=38.6400,=371729993821.2,=264492401821.0,=139053947250.96,,=7.7910,,,,
2025-09-02,=39.8300,=39.8300,=39.8300,=39.8300,=383178200152.65,=272638001153.0,=143336405771.37,,=8.0309,,,,
2025-09-01,=39.6000,=39.6000,=39.6000,=39.6000,=380965521618.0,=271063641618.0,=142508703704.4,,=7.9845,,,,
2025-08-29,=40.3100,=40.3100,=40.3100,=40.3100,=387795964051.0501,=275923621051.0,=145063783998.09,,=8.1277,,,,
2025-08-28,=39.9400,=39.9400,=39.9400,=39.9400,=384236437712.7,=273390955713.0,=143732263281.66,,=8.9716,,,,
2025-08-27,=39.7400,=39.7400,=39.7400,=39.7400,=382312369421.7,=272021947422.0,=143012522353.86,,=8.9267,,,,
2025-08-26,=40.9200,=40.9200,=40.9200,=40.9200,=393664372338.6001,=280099096339.0,=147258993827.88,,=9.1918,,,,
2025-08-25,=41.5700,=41.5700,=41.5700,=41.5700,=399917594284.35,=284548373284.0,=149598151843.23,,=9.3378,,,,
2025-08-22,=40.7800,=40.7800,=40.7800,=40.7800,=392317524534.9,=279140790535.0,=146755175178.42,,=9.1603,,,,
2025-08-21,=39.9000,=39.9000,=39.9000,=39.9000,=383851624054.5,=273117154055.0,=143588315096.1,,=8.9626,,,,
