date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2025-12-31,65.66,-0.0434,168838102515,82320067102
2025-09-30,51.53,0.0642,128453707656,64626746712
2025-06-30,36.18,0.0901,89389354417,45402962298
2025-03-31,21.38,0.1159,50600957886,26847474239
2024-12-31,68.64,0.1538,170899152276,86228146422
2024-09-30,48.42,0.1504,120776131875,60827552119
2024-06-30,33.19,0.1589,81930977668,41695610983
2024-03-31,19.16,0.1577,45775517043,24065262374
2023-12-31,59.49,0.1915,147693604994,74734071551
2023-09-30,42.09,0.191,103268354688,52876217064
2023-06-30,28.64,0.2074,69576019446,35980415091
2023-03-31,16.55,0.2054,38755812097,20794882755
2022-12-31,49.93,0.1956,124099843772,62716443738
2022-09-30,35.34,0.1911,87160232759,44399815584
2022-06-30,23.72,0.2084,57616866647,29793908078
2022-03-31,13.73,0.2358,32295763804,17244968587
2021-12-31,41.76,0.1235,106190154844,52460144378
2021-09-30,29.67,0.1017,74642203803,37266174160
2021-06-30,19.63,0.0912,49087277796,24653985552
2021-03-31,11.11,0.0662,27270884813,13954462086
2020-12-31,37.17,0.1332,94915380917,46697285430
2020-09-30,26.93,0.111,67214944638,33827103961
2020-06-30,17.99,0.1329,43952804664,22601655086
2020-03-31,10.42,0.1669,24405394535,13093770211
2019-12-31,32.8,0.1706,85429573467,41206471014
2019-09-30,24.24,0.2311,60934658071,30454855385
2019-06-30,15.88,0.2653,39487788340,19951025609
2019-03-31,8.93,0.3191,21644002713,11221431345
2018-12-31,28.02,0.2996,73638872388,35203625263
2018-09-30,19.69,0.2376,52241669986,24733552720
2018-06-30,12.55,0.4007,33396709893,15764185783
2018-03-31,6.77,0.3901,17466166385,8506906678
2017-12-31,21.56,0.6198,58217861314,27079360256
2017-09-30,15.91,0.6038,42450467500,19983846984
2017-06-30,8.96,0.2782,24190030219,11250860930
2017-03-31,4.87,0.2519,13308639085,6123119324
2016-12-31,13.31,0.0786,38862189994,16718362734
2016-09-30,9.92,0.0913,26631884032,12465577764
2016-06-30,7.01,0.1162,18173234673,8802637138
